<span style='font-size: 12px; font-weight: normal; opacity: 0.6;'>Task Type</span>,<span style='visibility: hidden;'>dummy</span>,,,,,,,<a id=8 href='https://euroeval.com/tasks/sentiment-classification/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Sentiment classification</a>,<a id=9 href='https://euroeval.com/tasks/named-entity-recognition/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Named entity recognition</a>,<a id=10 href='https://euroeval.com/tasks/linguistic-acceptability/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Linguistic acceptability</a>,<a id=11 href='https://euroeval.com/tasks/reading-comprehension/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Reading comprehension</a>,<span style='visibility: hidden;'>hidden</span>,,,
<a href='https://hf.co/mistralai/Mistral-Small-3.1-24B-Instruct-2503'>mistralai/Mistral-Small-3.1-24B-Instruct-2503</a>,📝,1.64@@1.64,24011361280.0,131072.0,8192.0,✓,✗,50.48 ± 1.24 / 65.31 ± 0.79@@50.48,64.38 ± 0.90 / 55.40 ± 1.75@@64.38,42.26 ± 1.51 / 70.94 ± 0.79@@42.26,73.22 ± 2.27 / 55.34 ± 2.25@@73.22,16.7.1.dev0@@160701,16.7.1.dev0@@160701,16.7.1.dev0@@160701,16.7.1.dev0@@160701
<a href='https://hf.co/mistralai/Mistral-Small-3.2-24B-Instruct-2506'>mistralai/Mistral-Small-3.2-24B-Instruct-2506</a>,📝,1.65@@1.65,24011361280.0,131072.0,8192.0,✓,✗,50.63 ± 1.16 / 62.77 ± 1.38@@50.63,65.11 ± 1.02 / 56.29 ± 1.84@@65.11,39.39 ± 2.02 / 68.12 ± 1.39@@39.39,76.44 ± 2.36 / 60.16 ± 2.66@@76.44,16.7.1.dev0@@160701,16.7.1.dev0@@160701,16.7.1.dev0@@160701,16.7.1.dev0@@160701
<a href='https://hf.co/mistralai/Voxtral-Small-24B-2507'>mistralai/Voxtral-Small-24B-2507</a>,📝,1.70@@1.70,24261800960.0,131072.0,8192.0,✓,✗,50.92 ± 0.93 / 62.29 ± 1.33@@50.92,65.39 ± 1.87 / 60.92 ± 1.60@@65.39,38.76 ± 1.70 / 68.85 ± 0.91@@38.76,71.36 ± 2.37 / 55.24 ± 2.60@@71.36,16.7.1.dev0@@160701,16.7.1.dev0@@160701,16.7.1.dev0@@160701,16.7.1.dev0@@160701
<a href='https://hf.co/google/gemma-3-27b-it'>google/gemma-3-27b-it</a>,📝,1.70@@1.70,27432406640.0,262144.0,8192.0,✓,✗,50.26 ± 1.27 / 66.58 ± 0.81@@50.26,57.98 ± 1.11 / 47.94 ± 1.12@@57.98,50.53 ± 1.20 / 74.94 ± 0.68@@50.53,64.41 ± 0.94 / 41.63 ± 2.14@@64.41,16.7.1.dev0@@160701,16.7.1.dev0@@160701,16.7.1.dev0@@160701,16.7.1.dev0@@160701
"<a href='https://platform.openai.com/docs/models/gpt-5-mini'>gpt-5-mini-2025-08-07 (zero-shot, val)</a>",🤔,1.72@@1.72,?,100256.0,272000.0,✓,✗,48.49 ± 2.26 / 64.30 ± 1.54@@48.49,61.45 ± 4.30 / 46.10 ± 4.28@@61.45,51.87 ± 4.58 / 74.92 ± 2.37@@51.87,60.54 ± 1.15 / 40.11 ± 1.88@@60.54,16.7.0.dev0@@160700,16.7.0.dev0@@160700,16.7.0.dev0@@160700,16.7.0.dev0@@160700
"<a href='https://platform.openai.com/docs/models/gpt-5-nano'>gpt-5-nano-2025-08-07 (zero-shot, val)</a>",🤔,1.72@@1.72,?,100256.0,272000.0,✓,✗,47.84 ± 2.39 / 63.74 ± 1.56@@47.84,75.39 ± 1.47 / 64.93 ± 2.16@@75.39,37.35 ± 2.25 / 67.21 ± 1.09@@37.35,59.04 ± 1.10 / 38.19 ± 1.92@@59.04,16.7.0.dev0@@160700,16.7.0.dev0@@160700,16.7.0.dev0@@160700,16.7.0.dev0@@160700
<a href='https://hf.co/Qwen/Qwen3-32B'>Qwen/Qwen3-32B#no-thinking</a>,📝,1.75@@1.75,32762123264.0,151936.0,40960.0,✓,✗,50.35 ± 1.48 / 66.20 ± 0.90@@50.35,54.19 ± 1.32 / 40.59 ± 1.06@@54.19,45.93 ± 1.66 / 72.68 ± 0.91@@45.93,71.61 ± 0.84 / 48.30 ± 1.24@@71.61,16.7.1.dev0@@160701,16.7.1.dev0@@160701,16.7.1.dev0@@160701,16.7.1.dev0@@160701
<a href='https://hf.co/mistralai/Mistral-Small-3.1-24B-Base-2503'>mistralai/Mistral-Small-3.1-24B-Base-2503</a>,🧠,1.75@@1.75,24011361280.0,131072.0,8192.0,✓,✗,49.31 ± 0.92 / 62.56 ± 1.96@@49.31,63.83 ± 1.47 / 59.01 ± 1.23@@63.83,35.30 ± 2.25 / 65.51 ± 1.94@@35.30,74.96 ± 1.50 / 55.32 ± 2.12@@74.96,16.7.1.dev0@@160701,16.7.1.dev0@@160701,16.7.1.dev0@@160701,16.7.1.dev0@@160701
"<a href='https://docs.anthropic.com/en/docs/about-claude'>claude-sonnet-4-5-20250929#no-thinking (zero-shot, val)</a>",📝,1.76@@1.76,?,?,200000.0,✓,✗,46.69 ± 3.41 / 60.97 ± 2.39@@46.69,74.26 ± 2.46 / 66.04 ± 3.15@@74.26,33.36 ± 3.31 / 56.97 ± 1.83@@33.36,61.38 ± 1.35 / 35.29 ± 2.17@@61.38,16.7.0.dev0@@160700,16.7.0.dev0@@160700,16.7.0.dev0@@160700,16.7.0.dev0@@160700
<a href='https://hf.co/Qwen/Qwen3-14B'>Qwen/Qwen3-14B#no-thinking</a>,📝,1.84@@1.84,14768307200.0,151936.0,40960.0,✓,✗,49.09 ± 1.28 / 65.83 ± 0.73@@49.09,56.84 ± 1.39 / 39.79 ± 1.74@@56.84,37.57 ± 0.96 / 65.85 ± 0.89@@37.57,72.27 ± 1.07 / 50.52 ± 1.87@@72.27,16.7.1.dev0@@160701,16.7.1.dev0@@160701,16.7.1.dev0@@160701,16.7.1.dev0@@160701
"<a href='https://platform.openai.com/docs/models/gpt-4.1'>gpt-4.1-2025-04-14 (zero-shot, val)</a>",📝,1.87@@1.87,?,?,1047576.0,✓,✗,54.00 ± 1.91 / 67.85 ± 1.35@@54.00,46.24 ± 2.82 / 30.06 ± 1.73@@46.24,48.91 ± 2.14 / 70.55 ± 1.32@@48.91,56.63 ± 1.01 / 28.87 ± 1.63@@56.63,16.7.0.dev0@@160700,16.7.0.dev0@@160700,16.7.0.dev0@@160700,16.7.0.dev0@@160700
<a href='https://hf.co/utter-project/EuroLLM-22B-Instruct-Preview'>utter-project/EuroLLM-22B-Instruct-Preview</a>,📝,1.99@@1.99,22637328384.0,128000.0,4096.0,✓,✗,50.14 ± 1.22 / 66.18 ± 0.71@@50.14,46.71 ± 2.01 / 30.18 ± 2.08@@46.71,36.50 ± 2.94 / 62.05 ± 3.95@@36.50,66.87 ± 1.17 / 46.99 ± 1.66@@66.87,16.7.1.dev0@@160701,16.7.1.dev0@@160701,16.7.1.dev0@@160701,16.7.1.dev0@@160701
"<a href='https://platform.openai.com/docs/models/gpt-4.1-mini'>gpt-4.1-mini-2025-04-14 (zero-shot, val)</a>",📝,1.99@@1.99,?,?,1047576.0,✓,✗,53.77 ± 2.34 / 67.67 ± 1.73@@53.77,45.08 ± 2.36 / 27.40 ± 1.12@@45.08,42.06 ± 2.22 / 69.20 ± 1.47@@42.06,57.34 ± 1.11 / 30.79 ± 1.68@@57.34,16.7.0.dev0@@160700,16.7.0.dev0@@160700,16.7.0.dev0@@160700,16.7.0.dev0@@160700
<a href='https://hf.co/openai/gpt-oss-20b'>openai/gpt-oss-20b#medium</a>,🤔,2.01@@2.01,21511953984.0,201088.0,131072.0,✓,✗,46.22 ± 1.27 / 64.11 ± 0.81@@46.22,65.42 ± 1.43 / 59.31 ± 1.02@@65.42,29.71 ± 1.59 / 62.61 ± 0.72@@29.71,58.00 ± 0.55 / 35.62 ± 0.78@@58.00,16.7.1.dev0@@160701,16.7.1.dev0@@160701,16.7.1.dev0@@160701,16.7.1.dev0@@160701
<a href='https://hf.co/deepcogito/cogito-v1-preview-qwen-32B'>deepcogito/cogito-v1-preview-qwen-32B</a>,📝,2.11@@2.11,32759790592.0,151665.0,131072.0,✓,✗,48.62 ± 0.94 / 64.19 ± 0.45@@48.62,66.37 ± 1.97 / 49.23 ± 1.70@@66.37,41.56 ± 2.00 / 70.54 ± 1.12@@41.56,28.64 ± 0.73 / 0.07 ± 0.07@@28.64,16.7.1.dev0@@160701,16.7.1.dev0@@160701,16.7.1.dev0@@160701,16.7.1.dev0@@160701
"<a href='https://ai.google.dev/gemini-api/docs/models#gemini-2.5-flash-lite'>gemini/gemini-2.5-flash-lite#no-thinking (zero-shot, val)</a>",📝,2.11@@2.11,?,256128.0,1048576.0,✓,✗,51.52 ± 2.66 / 65.93 ± 1.82@@51.52,43.82 ± 1.61 / 23.78 ± 1.34@@43.82,36.49 ± 2.59 / 60.98 ± 1.74@@36.49,57.00 ± 1.85 / 35.98 ± 2.28@@57.00,16.7.0.dev0@@160700,16.7.0.dev0@@160700,16.7.0.dev0@@160700,16.7.0.dev0@@160700
<a href='https://hf.co/openai/gpt-oss-20b'>openai/gpt-oss-20b#low</a>,🤔,2.14@@2.14,21511953984.0,201088.0,131072.0,✓,✗,40.77 ± 2.36 / 58.94 ± 2.19@@40.77,61.84 ± 0.97 / 53.66 ± 1.45@@61.84,29.49 ± 1.78 / 60.35 ± 0.94@@29.49,58.29 ± 0.64 / 36.81 ± 1.15@@58.29,16.7.1.dev0@@160701,16.7.1.dev0@@160701,16.7.1.dev0@@160701,16.7.1.dev0@@160701
"<a href='https://docs.anthropic.com/en/docs/about-claude'>claude-haiku-4-5-20251001 (zero-shot, val)</a>",🤔,2.14@@2.14,?,?,200000.0,✓,✗,52.86 ± 2.85 / 66.86 ± 1.85@@52.86,53.00 ± 2.15 / 38.40 ± 2.10@@53.00,23.59 ± 3.15 / 57.22 ± 1.61@@23.59,58.83 ± 1.27 / 30.62 ± 1.35@@58.83,16.7.0.dev0@@160700,16.7.0.dev0@@160700,16.7.0.dev0@@160700,16.7.0.dev0@@160700
<a href='https://hf.co/Qwen/Qwen3-8B'>Qwen/Qwen3-8B#no-thinking</a>,📝,2.15@@2.15,8190735360.0,151936.0,40960.0,✓,✗,42.50 ± 1.69 / 60.41 ± 1.48@@42.50,54.17 ± 1.73 / 43.04 ± 2.24@@54.17,27.64 ± 1.34 / 59.90 ± 0.78@@27.64,68.43 ± 1.49 / 48.73 ± 1.39@@68.43,16.7.0.dev0@@160700,16.7.0.dev0@@160700,16.7.0.dev0@@160700,16.7.1.dev0@@160701
<a href='https://hf.co/Qwen/Qwen2.5-72B-Instruct'>Qwen/Qwen2.5-72B-Instruct</a>,📝,2.18@@2.18,72706203648.0,152064.0,32768.0,✓,✗,50.65 ± 1.44 / 66.84 ± 0.92@@50.65,61.17 ± 2.05 / 45.96 ± 1.73@@61.17,39.12 ± 1.24 / 69.03 ± 0.82@@39.12,27.62 ± 1.43 / 2.22 ± 1.28@@27.62,16.7.1.dev0@@160701,16.7.1.dev0@@160701,16.7.1.dev0@@160701,16.7.1.dev0@@160701
<a href='https://hf.co/Qwen/Qwen3-4B'>Qwen/Qwen3-4B#no-thinking</a>,📝,2.20@@2.20,4022468096.0,151936.0,40960.0,✓,✗,42.39 ± 1.94 / 61.18 ± 1.44@@42.39,49.45 ± 1.84 / 30.68 ± 1.60@@49.45,27.72 ± 1.79 / 63.37 ± 1.00@@27.72,66.60 ± 1.04 / 47.81 ± 1.46@@66.60,16.7.0.dev0@@160700,16.7.0.dev0@@160700,16.7.0.dev0@@160700,16.7.0.dev0@@160700
<a href='https://hf.co/meta-llama/Llama-3.3-70B-Instruct'>meta-llama/Llama-3.3-70B-Instruct</a>,📝,2.20@@2.20,70553706496.0,128256.0,131072.0,✓,✗,50.97 ± 1.18 / 67.11 ± 0.76@@50.97,65.27 ± 1.67 / 50.20 ± 1.45@@65.27,41.34 ± 2.61 / 68.70 ± 2.32@@41.34,18.74 ± 2.15 / 4.01 ± 1.51@@18.74,16.7.1.dev0@@160701,16.7.1.dev0@@160701,16.7.1.dev0@@160701,16.7.1.dev0@@160701
<a href='https://hf.co/deepcogito/cogito-v2-preview-llama-70B'>deepcogito/cogito-v2-preview-llama-70B</a>,📝,2.21@@2.21,70553706496.0,128256.0,131072.0,✓,✗,51.09 ± 1.00 / 66.29 ± 0.61@@51.09,65.65 ± 1.47 / 50.36 ± 1.79@@65.65,41.76 ± 1.92 / 70.35 ± 1.01@@41.76,16.77 ± 1.70 / 0.44 ± 0.21@@16.77,16.7.1.dev0@@160701,16.7.1.dev0@@160701,16.7.1.dev0@@160701,16.7.1.dev0@@160701
<a href='https://hf.co/allenai/Llama-3.1-Tulu-3-8B-SFT'>allenai/Llama-3.1-Tulu-3-8B-SFT</a>,📝,2.23@@2.23,8030326784.0,128264.0,131072.0,✓,✗,46.09 ± 1.48 / 58.37 ± 1.15@@46.09,52.65 ± 1.96 / 49.28 ± 1.93@@52.65,13.58 ± 2.46 / 43.22 ± 2.02@@13.58,71.29 ± 1.33 / 52.03 ± 1.70@@71.29,16.7.1.dev0@@160701,16.7.1.dev0@@160701,16.7.1.dev0@@160701,16.7.1.dev0@@160701
<a href='https://hf.co/swiss-ai/Apertus-70B-Instruct-2509'>swiss-ai/Apertus-70B-Instruct-2509</a>,📝,2.26@@2.26,70599864480.0,131072.0,65536.0,✗,✗,47.27 ± 1.63 / 63.83 ± 1.62@@47.27,45.41 ± 1.61 / 25.47 ± 1.42@@45.41,22.89 ± 1.71 / 47.59 ± 2.61@@22.89,64.82 ± 1.39 / 43.61 ± 2.32@@64.82,16.7.1.dev0@@160701,16.7.1.dev0@@160701,16.7.1.dev0@@160701,16.7.1.dev0@@160701
<a href='https://hf.co/deepcogito/cogito-v1-preview-llama-70B'>deepcogito/cogito-v1-preview-llama-70B</a>,📝,2.29@@2.29,70553706496.0,128256.0,131072.0,✓,✗,50.21 ± 1.13 / 65.02 ± 0.84@@50.21,65.07 ± 1.24 / 48.96 ± 1.63@@65.07,34.66 ± 3.06 / 64.33 ± 3.06@@34.66,19.13 ± 2.34 / 2.01 ± 1.48@@19.13,16.7.1.dev0@@160701,16.7.1.dev0@@160701,16.7.1.dev0@@160701,16.7.1.dev0@@160701
<a href='https://hf.co/FacebookAI/xlm-roberta-large'>FacebookAI/xlm-roberta-large</a>,🔍,2.30@@2.30,561192082.0,250002.0,512.0,✓,✗,33.73 ± 12.23 / 51.43 ± 11.80@@33.73,80.11 ± 0.87 / 78.94 ± 0.92@@80.11,26.17 ± 13.93 / 56.27 ± 10.24@@26.17,27.18 ± 2.24 / 19.51 ± 1.87@@27.18,16.7.1.dev0@@160701,16.7.1.dev0@@160701,16.7.1.dev0@@160701,16.7.1.dev0@@160701
<a href='https://hf.co/allenai/OLMo-2-0325-32B-Instruct'>allenai/OLMo-2-0325-32B-Instruct</a>,📝,2.30@@2.30,32234279936.0,100352.0,4096.0,✗,✗,47.54 ± 1.32 / 65.01 ± 0.98@@47.54,55.03 ± 1.56 / 24.66 ± 1.16@@55.03,17.65 ± 1.74 / 54.08 ± 1.90@@17.65,57.07 ± 0.88 / 30.23 ± 1.88@@57.07,16.7.1.dev0@@160701,16.7.1.dev0@@160701,16.7.1.dev0@@160701,16.7.1.dev0@@160701
<a href='https://hf.co/setu4993/LaBSE'>setu4993/LaBSE</a>,🔍,2.30@@2.30,470927360.0,501153.0,512.0,✓,✗,43.26 ± 1.35 / 61.49 ± 1.29@@43.26,78.85 ± 0.95 / 77.70 ± 0.90@@78.85,22.73 ± 11.19 / 60.39 ± 5.24@@22.73,25.01 ± 1.31 / 17.89 ± 1.18@@25.01,16.7.1.dev0@@160701,16.7.1.dev0@@160701,16.7.1.dev0@@160701,16.7.1.dev0@@160701
<a href='https://hf.co/jhu-clsp/mmBERT-base'>jhu-clsp/mmBERT-base</a>,🔍,2.30@@2.30,307537161.0,256000.0,8192.0,✓,✗,31.77 ± 2.12 / 53.65 ± 1.66@@31.77,70.93 ± 2.48 / 69.54 ± 2.37@@70.93,41.80 ± 6.56 / 69.75 ± 3.90@@41.80,26.22 ± 1.38 / 18.19 ± 1.07@@26.22,16.7.1.dev0@@160701,16.7.1.dev0@@160701,16.7.1.dev0@@160701,16.7.1.dev0@@160701
<a href='https://hf.co/meta-llama/Llama-3.1-8B'>meta-llama/Llama-3.1-8B</a>,🧠,2.33@@2.33,8030261248.0,128256.0,131072.0,✓,✗,44.49 ± 1.11 / 50.97 ± 1.33@@44.49,50.96 ± 2.80 / 41.71 ± 2.54@@50.96,13.18 ± 2.42 / 50.00 ± 4.55@@13.18,66.19 ± 1.81 / 47.63 ± 1.43@@66.19,16.7.1.dev0@@160701,16.7.1.dev0@@160701,16.7.1.dev0@@160701,16.7.1.dev0@@160701
<a href='https://hf.co/Qwen/Qwen3-30B-A3B-Instruct-2507'>Qwen/Qwen3-30B-A3B-Instruct-2507</a>,📝,2.34@@2.34,30532122624.0,151936.0,262144.0,✓,✗,47.48 ± 1.20 / 65.03 ± 0.64@@47.48,55.54 ± 1.81 / 36.33 ± 1.75@@55.54,38.02 ± 1.69 / 68.45 ± 0.86@@38.02,25.32 ± 0.73 / 0.04 ± 0.06@@25.32,16.7.1.dev0@@160701,16.7.1.dev0@@160701,16.7.1.dev0@@160701,16.7.1.dev0@@160701
<a href='https://hf.co/openai/gpt-oss-20b'>openai/gpt-oss-20b#high</a>,🤔,2.35@@2.35,21511953984.0,201088.0,131072.0,✓,✗,42.62 ± 1.86 / 61.94 ± 1.18@@42.62,49.96 ± 1.91 / 46.22 ± 1.45@@49.96,24.50 ± 1.80 / 61.70 ± 0.97@@24.50,56.80 ± 0.98 / 39.23 ± 0.89@@56.80,16.7.1.dev0@@160701,16.7.1.dev0@@160701,16.7.1.dev0@@160701,16.7.1.dev0@@160701
<a href='https://hf.co/deepcogito/cogito-v1-preview-qwen-14B'>deepcogito/cogito-v1-preview-qwen-14B</a>,📝,2.38@@2.38,14765947904.0,151665.0,131072.0,✓,✗,47.13 ± 1.36 / 64.80 ± 0.85@@47.13,59.24 ± 1.49 / 48.33 ± 2.40@@59.24,29.10 ± 1.45 / 62.03 ± 1.21@@29.10,31.03 ± 1.75 / 0.00 ± 0.00@@31.03,16.7.1.dev0@@160701,16.7.1.dev0@@160701,16.7.1.dev0@@160701,16.7.1.dev0@@160701
<a href='https://hf.co/deepcogito/cogito-v1-preview-llama-8B'>deepcogito/cogito-v1-preview-llama-8B</a>,📝,2.42@@2.42,8030261248.0,128256.0,131072.0,✓,✗,45.19 ± 1.07 / 61.64 ± 0.91@@45.19,55.75 ± 2.57 / 40.95 ± 2.47@@55.75,21.30 ± 2.62 / 54.33 ± 2.52@@21.30,38.36 ± 9.09 / 12.20 ± 9.54@@38.36,16.7.1.dev0@@160701,16.7.1.dev0@@160701,16.7.1.dev0@@160701,16.7.1.dev0@@160701
<a href='https://hf.co/google/gemma-3-12b-pt'>google/gemma-3-12b-pt</a>,🧠,2.47@@2.47,12187325040.0,262144.0,8192.0,✓,✗,46.28 ± 1.22 / 63.96 ± 0.97@@46.28,45.06 ± 2.23 / 33.18 ± 1.27@@45.06,39.53 ± 5.05 / 66.82 ± 4.12@@39.53,21.61 ± 2.37 / 9.02 ± 2.72@@21.61,16.7.1.dev0@@160701,16.7.1.dev0@@160701,16.7.1.dev0@@160701,16.7.1.dev0@@160701
<a href='https://hf.co/allenai/Olmo-3-1125-32B'>allenai/Olmo-3-1125-32B</a>,🧠,2.48@@2.48,32233522176.0,100278.0,65536.0,✓,✗,21.98 ± 2.13 / 35.08 ± 1.67@@21.98,57.93 ± 2.20 / 49.67 ± 2.79@@57.93,9.05 ± 2.71 / 50.33 ± 3.67@@9.05,77.08 ± 0.82 / 60.53 ± 1.33@@77.08,16.8.0.dev0@@160800,16.8.0.dev0@@160800,16.8.0.dev0@@160800,16.8.0.dev0@@160800
<a href='https://hf.co/meta-llama/Llama-3.1-8B-Instruct'>meta-llama/Llama-3.1-8B-Instruct</a>,📝,2.50@@2.50,8030261248.0,128256.0,131072.0,✓,✗,45.39 ± 1.36 / 62.08 ± 1.04@@45.39,55.82 ± 2.44 / 48.02 ± 2.36@@55.82,10.62 ± 2.19 / 41.64 ± 2.31@@10.62,45.19 ± 5.90 / 16.71 ± 6.07@@45.19,16.7.1.dev0@@160701,16.7.1.dev0@@160701,16.7.1.dev0@@160701,16.7.1.dev0@@160701
<a href='https://hf.co/intfloat/multilingual-e5-large'>intfloat/multilingual-e5-large</a>,🔍,2.50@@2.50,559890946.0,250002.0,512.0,✓,✗,47.14 ± 1.41 / 64.68 ± 1.03@@47.14,74.74 ± 2.94 / 74.49 ± 2.70@@74.74,5.52 ± 2.93 / 50.09 ± 2.12@@5.52,25.37 ± 1.58 / 17.38 ± 1.62@@25.37,16.7.1.dev0@@160701,16.7.1.dev0@@160701,16.7.1.dev0@@160701,16.7.1.dev0@@160701
<a href='https://hf.co/upstage/SOLAR-10.7B-v1.0'>upstage/SOLAR-10.7B-v1.0</a>,🧠,2.51@@2.51,10731524096.0,32000.0,4096.0,✓,✗,30.78 ± 1.71 / 41.31 ± 0.94@@30.78,55.52 ± 2.65 / 47.39 ± 2.25@@55.52,6.41 ± 3.33 / 35.72 ± 1.70@@6.41,72.15 ± 1.88 / 54.65 ± 2.29@@72.15,16.7.1.dev0@@160701,16.7.1.dev0@@160701,16.7.1.dev0@@160701,16.7.1.dev0@@160701
