<span style='font-size: 12px; font-weight: normal; opacity: 0.6;'>Task Type</span>,<span style='visibility: hidden;'>dummy</span>,,,,,,,<a id=8 href='https://euroeval.com/tasks/sentiment-classification/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Sentiment classification</a>,<a id=9 href='https://euroeval.com/tasks/named-entity-recognition/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Named entity recognition</a>,<a id=10 href='https://euroeval.com/tasks/linguistic-acceptability/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Linguistic acceptability</a>,<a id=11 href='https://euroeval.com/tasks/reading-comprehension/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Reading comprehension</a>,<span style='visibility: hidden;'>hidden</span>,,,
"<a href='https://platform.openai.com/docs/models/gpt-5.4-mini'>openai/gpt-5.4-mini-2026-03-17#high (zero-shot, val)</a>",🤔,1.53@@1.53,?,?,400000.0,✓,✗,51.31 ± 1.11 / 56.59 ± 0.72@@51.31,67.46 ± 0.69 / 67.46 ± 0.69@@67.46,61.45 ± 1.33 / 80.62 ± 0.65@@61.45,58.64 ± 0.82 / 37.38 ± 0.76@@58.64,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0
"<a href='https://ai.google.dev/gemini-api/docs/models#gemini-3-flash-preview'>gemini/gemini-3-flash-preview#no-thinking (zero-shot, val)</a>",📝,1.56@@1.56,?,256128.0,1048576.0,✓,✗,55.34 ± 1.90 / 61.99 ± 1.59@@55.34,64.41 ± 1.25 / 64.41 ± 1.25@@64.41,63.09 ± 2.88 / 81.00 ± 1.68@@63.09,54.27 ± 1.62 / 27.80 ± 1.84@@54.27,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900
"<a href='https://platform.openai.com/docs/models/gpt-5.4-mini'>openai/gpt-5.4-mini-2026-03-17#low (zero-shot, val)</a>",🤔,1.57@@1.57,?,?,400000.0,✓,✗,51.23 ± 1.11 / 57.09 ± 0.81@@51.23,64.25 ± 0.92 / 64.25 ± 0.92@@64.25,59.90 ± 1.53 / 79.83 ± 0.77@@59.90,61.57 ± 0.57 / 38.08 ± 0.68@@61.57,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0
"<a href='https://ai.google.dev/gemini-api/docs/models#gemini-3.1-flash-lite-preview'>gemini/gemini-3.1-flash-lite-preview (zero-shot, val)</a>",🤔,1.57@@1.57,?,256128.0,1048576.0,✓,✗,54.63 ± 0.92 / 62.19 ± 0.74@@54.63,60.68 ± 0.80 / 60.68 ± 0.80@@60.68,66.71 ± 0.95 / 83.03 ± 0.53@@66.71,55.13 ± 0.70 / 31.06 ± 0.81@@55.13,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0
<a href='https://hf.co/Qwen/Qwen2.5-72B-Instruct'>Qwen/Qwen2.5-72B-Instruct</a>,📝,1.58@@1.58,72706203648.0,152064.0,32768.0,✓,✗,61.03 ± 1.44 / 72.60 ± 1.31@@61.03,58.82 ± 1.15 / 58.82 ± 1.15@@58.82,51.60 ± 0.90 / 75.62 ± 0.53@@51.60,68.20 ± 1.17 / 42.14 ± 1.68@@68.20,16.4.0.dev0@@160400,16.4.0.dev0@@160400,16.4.0.dev0@@160400,16.4.0.dev0@@160400
"<a href='https://platform.openai.com/docs/models/gpt-5.4-mini'>openai/gpt-5.4-mini-2026-03-17#medium (zero-shot, val)</a>",🤔,1.58@@1.58,?,?,400000.0,✓,✗,53.13 ± 1.25 / 57.20 ± 0.77@@53.13,63.78 ± 0.88 / 63.78 ± 0.88@@63.78,62.87 ± 0.97 / 81.37 ± 0.49@@62.87,58.29 ± 0.62 / 35.45 ± 0.87@@58.29,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0
<a href='https://hf.co/google/gemma-3-27b-it'>google/gemma-3-27b-it</a>,📝,1.59@@1.59,27432406640.0,262144.0,8192.0,✓,✗,59.86 ± 0.98 / 69.21 ± 1.11@@59.86,58.24 ± 1.36 / 58.24 ± 1.36@@58.24,56.41 ± 1.79 / 77.82 ± 1.16@@56.41,61.23 ± 1.39 / 36.19 ± 1.10@@61.23,16.4.0.dev0@@160400,16.4.0.dev0@@160400,16.4.0.dev0@@160400,16.4.0.dev0@@160400
"<a href='https://ai.google.dev/gemini-api/docs/models#gemini-3-flash-preview'>gemini/gemini-3-flash-preview#thinking (zero-shot, val)</a>",🤔,1.59@@1.59,?,256128.0,1048576.0,✓,✗,57.34 ± 2.16 / 64.24 ± 1.74@@57.34,59.62 ± 2.25 / 59.62 ± 2.25@@59.62,64.02 ± 3.38 / 81.61 ± 1.84@@64.02,54.27 ± 1.62 / 27.80 ± 1.84@@54.27,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900
<a href='https://hf.co/google/gemma-3-12b-it'>google/gemma-3-12b-it</a>,📝,1.60@@1.60,12187325040.0,262144.0,8192.0,✓,✗,60.45 ± 1.39 / 71.42 ± 1.78@@60.45,60.63 ± 1.16 / 60.63 ± 1.16@@60.63,53.50 ± 1.34 / 76.35 ± 0.64@@53.50,61.58 ± 1.11 / 37.57 ± 0.96@@61.58,16.4.0.dev0@@160400,16.4.0.dev0@@160400,16.4.0.dev0@@160400,16.4.0.dev0@@160400
"<a href='https://docs.anthropic.com/en/docs/about-claude'>claude-sonnet-4-6 (zero-shot, val)</a>",🤔,1.61@@1.61,?,?,?,✓,✗,57.64 ± 1.24 / 64.60 ± 0.94@@57.64,58.47 ± 0.71 / 58.47 ± 0.71@@58.47,61.80 ± 1.29 / 79.47 ± 0.77@@61.80,57.93 ± 0.75 / 30.42 ± 0.87@@57.93,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0
"<a href='https://ai.google.dev/gemini-api/docs/models#gemini-2.5-flash'>gemini/gemini-2.5-flash#thinking (zero-shot, val)</a>",🤔,1.62@@1.62,?,256128.0,1048576.0,✓,✗,54.64 ± 1.80 / 58.47 ± 1.41@@54.64,57.00 ± 1.44 / 57.00 ± 1.44@@57.00,65.44 ± 2.04 / 81.99 ± 1.15@@65.44,61.38 ± 1.32 / 41.61 ± 1.73@@61.38,16.4.0.dev0@@160400,16.4.0.dev0@@160400,16.4.0.dev0@@160400,16.4.0.dev0@@160400
<a href='https://hf.co/Qwen/Qwen3-32B'>Qwen/Qwen3-32B#no-thinking</a>,📝,1.62@@1.62,32762123264.0,151936.0,40960.0,✓,✗,54.40 ± 1.13 / 63.48 ± 1.29@@54.40,53.80 ± 1.26 / 53.80 ± 1.26@@53.80,56.94 ± 1.23 / 77.74 ± 0.74@@56.94,70.60 ± 1.18 / 46.93 ± 1.59@@70.60,16.4.0.dev0@@160400,16.4.0.dev0@@160400,16.4.0.dev0@@160400,16.4.0.dev0@@160400
<a href='https://hf.co/Qwen/Qwen3-14B'>Qwen/Qwen3-14B#no-thinking</a>,📝,1.62@@1.62,14768307200.0,151936.0,40960.0,✓,✗,57.93 ± 1.23 / 68.54 ± 1.35@@57.93,58.03 ± 1.17 / 58.03 ± 1.17@@58.03,49.80 ± 1.61 / 74.27 ± 1.10@@49.80,71.33 ± 1.05 / 50.04 ± 1.21@@71.33,16.4.0.dev0@@160400,16.4.0.dev0@@160400,16.4.0.dev0@@160400,16.4.0.dev0@@160400
<a href='https://hf.co/Unbabel/Tower-Plus-72B'>Unbabel/Tower-Plus-72B (val)</a>,📝,1.63@@1.63,72706203648.0,152064.0,32768.0,✗,✗,57.27 ± 2.48 / 67.59 ± 2.06@@57.27,54.95 ± 2.56 / 54.95 ± 2.56@@54.95,56.99 ± 3.29 / 78.25 ± 1.63@@56.99,66.30 ± 2.19 / 40.31 ± 2.46@@66.30,16.16.1.dev0@@161601,16.16.1.dev0@@161601,16.16.1.dev0@@161601,16.16.1.dev0@@161601
<a href='https://hf.co/meta-llama/Llama-3.3-70B-Instruct'>meta-llama/Llama-3.3-70B-Instruct</a>,📝,1.63@@1.63,70553706496.0,128256.0,131072.0,✓,✗,61.33 ± 1.18 / 69.48 ± 1.05@@61.33,62.40 ± 1.32 / 62.40 ± 1.32@@62.40,48.52 ± 2.31 / 73.20 ± 1.47@@48.52,57.83 ± 1.05 / 30.19 ± 1.32@@57.83,16.4.0.dev0@@160400,16.4.0.dev0@@160400,16.4.0.dev0@@160400,16.4.0.dev0@@160400
"<a href='https://ai.google.dev/gemini-api/docs/models#gemini-2.5-pro'>gemini/gemini-2.5-pro (zero-shot, val)</a>",🤔,1.64@@1.64,?,256128.0,1048576.0,✓,✗,56.59 ± 2.11 / 61.63 ± 1.48@@56.59,54.50 ± 1.45 / 54.50 ± 1.45@@54.50,64.97 ± 2.64 / 82.00 ± 1.41@@64.97,57.58 ± 1.47 / 31.92 ± 1.68@@57.58,16.4.0.dev0@@160400,16.4.0.dev0@@160400,16.4.0.dev0@@160400,16.4.0.dev0@@160400
<a href='https://hf.co/speakleash/Bielik-11B-v3-Base-20250730'>speakleash/Bielik-11B-v3-Base-20250730</a>,🧠,1.69@@1.69,11168796672.0,32128.0,32768.0,✓,✗,41.41 ± 4.13 / 53.51 ± 4.36@@41.41,59.74 ± 1.05 / 59.74 ± 1.05@@59.74,52.69 ± 2.82 / 75.56 ± 1.72@@52.69,74.17 ± 1.94 / 55.46 ± 2.30@@74.17,16.10.0@@161000,16.10.0@@161000,16.10.0@@161000,16.10.0@@161000
"<a href='https://platform.openai.com/docs/models/gpt-5.4'>openai/gpt-5.4-2026-03-05#none (zero-shot, val)</a>",🤔,1.70@@1.70,?,?,1050000.0,✓,✗,52.34 ± 1.14 / 59.88 ± 0.75@@52.34,56.59 ± 0.54 / 56.59 ± 0.54@@56.59,59.08 ± 1.60 / 78.86 ± 0.87@@59.08,62.63 ± 0.73 / 37.16 ± 0.85@@62.63,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0
<a href='https://hf.co/mistralai/Ministral-3-14B-Reasoning-2512'>mistralai/Ministral-3-14B-Reasoning-2512 (val)</a>,📝,1.70@@1.70,13945031680.0,131072.0,8192.0,✓,✗,58.30 ± 1.74 / 68.68 ± 1.54@@58.30,51.70 ± 0.85 / 51.70 ± 0.85@@51.70,45.34 ± 3.41 / 70.59 ± 2.13@@45.34,74.24 ± 0.65 / 55.31 ± 0.74@@74.24,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0
"<a href='https://ai.google.dev/gemini-api/docs/models#gemini-2.5-flash-lite'>gemini/gemini-2.5-flash-lite#thinking (zero-shot, val)</a>",🤔,1.73@@1.73,?,256128.0,1048576.0,✓,✗,50.50 ± 2.27 / 57.61 ± 1.71@@50.50,56.42 ± 1.74 / 56.42 ± 1.74@@56.42,58.55 ± 2.13 / 78.44 ± 1.20@@58.55,60.53 ± 1.47 / 41.69 ± 1.59@@60.53,16.4.0.dev0@@160400,16.4.0.dev0@@160400,16.4.0.dev0@@160400,16.4.0.dev0@@160400
"<a href='https://docs.anthropic.com/en/docs/about-claude'>claude-sonnet-4-5-20250929#no-thinking (zero-shot, val)</a>",📝,1.74@@1.74,?,?,200000.0,✓,✗,54.11 ± 2.53 / 62.49 ± 1.52@@54.11,64.49 ± 1.98 / 64.49 ± 1.98@@64.49,42.44 ± 2.93 / 67.05 ± 1.91@@42.44,61.24 ± 1.56 / 37.11 ± 1.96@@61.24,16.4.0.dev0@@160400,16.4.0.dev0@@160400,16.4.0.dev0@@160400,16.4.0.dev0@@160400
<a href='https://hf.co/deepcogito/cogito-v1-preview-qwen-14B'>deepcogito/cogito-v1-preview-qwen-14B</a>,📝,1.75@@1.75,14765947904.0,151665.0,131072.0,✓,✗,54.49 ± 1.25 / 64.50 ± 1.38@@54.49,59.32 ± 1.09 / 59.32 ± 1.09@@59.32,44.60 ± 1.37 / 71.58 ± 1.04@@44.60,68.63 ± 1.27 / 47.99 ± 1.08@@68.63,16.4.0.dev0@@160400,16.4.0.dev0@@160400,16.4.0.dev0@@160400,16.4.0.dev0@@160400
<a href='https://hf.co/mistralai/Ministral-3-14B-Instruct-2512'>mistralai/Ministral-3-14B-Instruct-2512 (val)</a>,📝,1.75@@1.75,12163481600.0,131072.0,8192.0,✓,✗,59.83 ± 1.46 / 71.12 ± 1.37@@59.83,49.45 ± 0.82 / 49.45 ± 0.82@@49.45,51.36 ± 1.89 / 75.27 ± 0.99@@51.36,68.07 ± 0.74 / 49.35 ± 1.10@@68.07,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0
<a href='https://hf.co/deepcogito/cogito-v1-preview-llama-70B'>deepcogito/cogito-v1-preview-llama-70B</a>,📝,1.77@@1.77,70553706496.0,128256.0,131072.0,✓,✗,60.79 ± 0.93 / 70.83 ± 0.93@@60.79,60.86 ± 1.29 / 60.86 ± 1.29@@60.86,34.84 ± 4.68 / 59.00 ± 4.97@@34.84,65.18 ± 1.39 / 41.71 ± 1.45@@65.18,16.4.0.dev0@@160400,16.4.0.dev0@@160400,16.4.0.dev0@@160400,16.4.0.dev0@@160400
"<a href='https://platform.openai.com/docs/models/gpt-5-mini'>gpt-5-mini-2025-08-07 (zero-shot, val)</a>",🤔,1.77@@1.77,?,100256.0,272000.0,✓,✗,51.40 ± 2.61 / 56.83 ± 1.59@@51.40,55.39 ± 1.71 / 55.39 ± 1.71@@55.39,58.36 ± 3.25 / 78.73 ± 1.62@@58.36,58.33 ± 1.53 / 35.22 ± 1.99@@58.33,16.4.0.dev0@@160400,16.4.0.dev0@@160400,16.4.0.dev0@@160400,16.4.0.dev0@@160400
<a href='https://hf.co/ibm-granite/granite-4.0-h-small'>ibm-granite/granite-4.0-h-small</a>,📝,1.78@@1.78,32207337984.0,100352.0,131072.0,✓,✗,55.17 ± 1.03 / 66.10 ± 1.51@@55.17,60.00 ± 1.52 / 60.00 ± 1.52@@60.00,39.38 ± 2.30 / 67.45 ± 1.38@@39.38,66.57 ± 1.88 / 48.51 ± 1.85@@66.57,16.8.0.dev0@@160800,16.8.0.dev0@@160800,16.8.0.dev0@@160800,16.8.0.dev0@@160800
<a href='https://hf.co/Qwen/Qwen3-30B-A3B-Instruct-2507'>Qwen/Qwen3-30B-A3B-Instruct-2507</a>,📝,1.79@@1.79,30532122624.0,151936.0,262144.0,✓,✗,57.28 ± 1.85 / 68.94 ± 1.74@@57.28,53.80 ± 1.39 / 53.80 ± 1.39@@53.80,47.11 ± 1.51 / 73.44 ± 0.77@@47.11,63.98 ± 1.23 / 42.11 ± 1.09@@63.98,16.4.0.dev0@@160400,16.4.0.dev0@@160400,16.4.0.dev0@@160400,16.4.0.dev0@@160400
"<a href='https://ai.google.dev/gemini-api/docs/models#gemini-2.5-flash'>gemini/gemini-2.5-flash#no-thinking (zero-shot, val)</a>",📝,1.81@@1.81,?,256128.0,1048576.0,✓,✗,50.84 ± 2.03 / 58.04 ± 1.61@@50.84,64.02 ± 1.89 / 64.02 ± 1.89@@64.02,41.31 ± 1.37 / 68.25 ± 1.11@@41.31,61.12 ± 1.25 / 39.36 ± 1.44@@61.12,16.4.0.dev0@@160400,16.4.0.dev0@@160400,16.4.0.dev0@@160400,16.4.0.dev0@@160400
"<a href='https://platform.openai.com/docs/models/gpt-5.2'>gpt-5.2-2025-12-11 (zero-shot, val)</a>",🤔,1.81@@1.81,?,?,?,✓,✗,51.95 ± 2.45 / 61.02 ± 1.37@@51.95,54.92 ± 2.40 / 54.92 ± 2.40@@54.92,53.84 ± 3.18 / 74.94 ± 2.03@@53.84,60.10 ± 1.22 / 33.27 ± 1.62@@60.10,16.8.0.dev0@@160800,16.8.0.dev0@@160800,16.8.0.dev0@@160800,16.8.0.dev0@@160800
<a href='https://hf.co/google/gemma-3n-E4B-it'>google/gemma-3n-E4B-it</a>,📝,1.82@@1.82,7849978192.0,262400.0,8192.0,✓,✗,57.35 ± 1.24 / 68.75 ± 1.40@@57.35,58.53 ± 0.75 / 58.53 ± 0.75@@58.53,42.24 ± 1.46 / 70.08 ± 1.02@@42.24,59.25 ± 1.08 / 33.32 ± 1.53@@59.25,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900
<a href='https://hf.co/utter-project/EuroLLM-22B-Instruct-Preview'>utter-project/EuroLLM-22B-Instruct-Preview</a>,📝,1.84@@1.84,22637328384.0,128000.0,4096.0,✓,✗,58.64 ± 1.23 / 69.08 ± 1.28@@58.64,46.98 ± 0.87 / 46.98 ± 0.87@@46.98,48.29 ± 2.63 / 69.97 ± 3.27@@48.29,66.02 ± 1.46 / 47.55 ± 1.30@@66.02,16.4.0.dev0@@160400,16.4.0.dev0@@160400,16.4.0.dev0@@160400,16.4.0.dev0@@160400
<a href='https://hf.co/Qwen/Qwen3-4B-Thinking-2507'>Qwen/Qwen3-4B-Thinking-2507</a>,🤔,1.84@@1.84,4022468096.0,151936.0,262144.0,✓,✗,47.96 ± 0.73 / 55.28 ± 0.87@@47.96,73.36 ± 0.55 / 73.36 ± 0.55@@73.36,26.36 ± 1.72 / 58.18 ± 1.12@@26.36,63.62 ± 1.37 / 46.12 ± 1.26@@63.62,16.14.0.dev0@@161400,16.14.0.dev0@@161400,16.14.0.dev0@@161400,16.14.0.dev0@@161400
<a href='https://hf.co/mistralai/Ministral-3-8B-Instruct-2512'>mistralai/Ministral-3-8B-Instruct-2512 (val)</a>,📝,1.84@@1.84,7415529472.0,131072.0,8192.0,✓,✗,56.62 ± 1.52 / 68.90 ± 1.13@@56.62,49.75 ± 1.19 / 49.75 ± 1.19@@49.75,48.29 ± 2.19 / 73.55 ± 1.11@@48.29,64.45 ± 0.69 / 45.54 ± 0.81@@64.45,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0
<a href='https://hf.co/speakleash/Bielik-11B-v2.3-Instruct'>speakleash/Bielik-11B-v2.3-Instruct (val)</a>,📝,1.87@@1.87,11168796672.0,32128.0,32768.0,✓,✓,59.07 ± 1.27 / 67.29 ± 0.86@@59.07,51.91 ± 1.47 / 51.91 ± 1.47@@51.91,32.87 ± 1.89 / 66.08 ± 0.92@@32.87,69.76 ± 0.77 / 45.26 ± 1.09@@69.76,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0
<a href='https://hf.co/utter-project/EuroLLM-22B-2512'>utter-project/EuroLLM-22B-2512</a>,🧠,1.87@@1.87,22637328384.0,128000.0,32768.0,✓,✗,44.79 ± 4.49 / 52.02 ± 5.69@@44.79,50.50 ± 1.72 / 50.50 ± 1.72@@50.50,52.18 ± 1.05 / 75.24 ± 1.02@@52.18,70.59 ± 1.55 / 51.53 ± 1.73@@70.59,16.8.0.dev0@@160800,16.8.0.dev0@@160800,16.8.0.dev0@@160800,16.8.0.dev0@@160800
<a href='https://hf.co/openai/gpt-oss-20b'>openai/gpt-oss-20b#medium</a>,🤔,1.88@@1.88,21511953984.0,201088.0,131072.0,✓,✗,45.68 ± 1.01 / 54.87 ± 0.76@@45.68,65.77 ± 1.02 / 65.77 ± 1.02@@65.77,39.86 ± 1.72 / 69.61 ± 0.93@@39.86,59.60 ± 1.10 / 35.95 ± 0.96@@59.60,16.11.0.dev0@@161100,16.11.0.dev0@@161100,16.11.0.dev0@@161100,16.11.0.dev0@@161100
"<a href='https://docs.x.ai/docs/models'>xai/grok-4-1-fast-reasoning (zero-shot, val)</a>",🤔,1.88@@1.88,?,?,131072.0,✓,✗,53.80 ± 1.57 / 60.85 ± 0.96@@53.80,58.70 ± 0.82 / 58.70 ± 0.82@@58.70,42.11 ± 1.63 / 70.00 ± 0.87@@42.11,57.89 ± 0.56 / 35.88 ± 0.79@@57.89,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0
<a href='https://hf.co/swiss-ai/Apertus-70B-Instruct-2509'>swiss-ai/Apertus-70B-Instruct-2509</a>,📝,1.90@@1.90,70599864480.0,131072.0,65536.0,✗,✗,57.54 ± 1.30 / 68.96 ± 1.68@@57.54,47.03 ± 1.40 / 47.03 ± 1.40@@47.03,46.24 ± 3.60 / 66.87 ± 3.07@@46.24,64.35 ± 1.60 / 44.05 ± 1.57@@64.35,16.4.0.dev0@@160400,16.4.0.dev0@@160400,16.4.0.dev0@@160400,16.4.0.dev0@@160400
<a href='https://hf.co/openai/gpt-oss-20b'>openai/gpt-oss-20b#low</a>,🤔,1.90@@1.90,21511953984.0,201088.0,131072.0,✓,✗,44.34 ± 1.29 / 55.92 ± 1.10@@44.34,63.56 ± 1.09 / 63.56 ± 1.09@@63.56,38.38 ± 1.13 / 67.53 ± 0.82@@38.38,60.85 ± 0.75 / 37.76 ± 0.94@@60.85,16.11.0.dev0@@161100,16.11.0.dev0@@161100,16.11.0.dev0@@161100,16.11.0.dev0@@161100
"<a href='https://platform.openai.com/docs/models/gpt-5-nano'>gpt-5-nano-2025-08-07 (zero-shot, val)</a>",🤔,1.91@@1.91,?,100256.0,272000.0,✓,✗,44.68 ± 3.09 / 54.08 ± 1.89@@44.68,58.57 ± 2.47 / 58.57 ± 2.47@@58.57,49.09 ± 3.60 / 74.00 ± 1.89@@49.09,58.04 ± 0.86 / 34.24 ± 1.31@@58.04,16.4.0.dev0@@160400,16.4.0.dev0@@160400,16.4.0.dev0@@160400,16.4.0.dev0@@160400
