<span style='font-size: 12px; font-weight: normal; opacity: 0.6;'>Task Type</span>,<span style='visibility: hidden;'>dummy</span>,,,,,,,<a id=8 href='https://euroeval.com/tasks/sentiment-classification/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Sentiment classification</a>,<a id=9 href='https://euroeval.com/tasks/named-entity-recognition/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Named entity recognition</a>,<a id=10 href='https://euroeval.com/tasks/linguistic-acceptability/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Linguistic acceptability</a>,<a id=11 href='https://euroeval.com/tasks/reading-comprehension/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Reading comprehension</a>,<span style='visibility: hidden;'>hidden</span>,,,
"<a href='https://ai.google.dev/gemini-api/docs/models#gemini-2.5-pro-preview-03-25'>gemini/gemini-2.5-pro-preview-03-25 (zero-shot, val)</a>",🤔,1.83@@1.83,?,256128.0,1048576.0,✓,✗,91.61 ± 3.76 / 93.85 ± 2.92@@91.61,71.86 ± 1.15 / 53.75 ± 0.83@@71.86,31.84 ± 3.72 / 64.14 ± 2.19@@31.84,71.31 ± 1.42 / 49.52 ± 2.04@@71.31,-@@0,-@@0,-@@0,-@@0
"<a href='https://platform.openai.com/docs/models/o3'>o3-2025-04-16 (zero-shot, val)</a>",🤔,1.84@@1.84,?,?,200000.0,✓,✗,81.00 ± 3.87 / 85.31 ± 3.32@@81.00,71.92 ± 0.93 / 58.21 ± 0.94@@71.92,33.68 ± 2.57 / 61.19 ± 1.76@@33.68,67.68 ± 1.45 / 45.54 ± 2.40@@67.68,-@@0,-@@0,-@@0,-@@0
<a href='https://hf.co/Qwen/Qwen3-235B-A22B-Instruct-2507-FP8'>Qwen/Qwen3-235B-A22B-Instruct-2507-FP8</a>,📝,2.02@@2.02,235107904512.0,151936.0,262144.0,✓,✗,56.53 ± 2.24 / 68.41 ± 2.00@@56.53,77.43 ± 0.92 / 63.27 ± 3.19@@77.43,35.75 ± 1.63 / 67.47 ± 0.81@@35.75,75.71 ± 1.38 / 54.44 ± 2.23@@75.71,-@@0,-@@0,-@@0,-@@0
"<a href='https://docs.anthropic.com/en/docs/about-claude'>claude-sonnet-4-5-20250929#no-thinking (zero-shot, val)</a>",📝,2.04@@2.04,?,?,?,✓,✗,74.64 ± 5.89 / 82.85 ± 4.06@@74.64,79.34 ± 0.95 / 76.89 ± 1.08@@79.34,22.67 ± 3.40 / 51.02 ± 2.11@@22.67,75.71 ± 1.42 / 53.34 ± 1.99@@75.71,-@@0,-@@0,-@@0,-@@0
"<a href='https://ai.google.dev/gemini-api/docs/models#gemini-2.5-flash'>gemini/gemini-2.5-flash#no-thinking (zero-shot, val)</a>",📝,2.07@@2.07,?,256128.0,1048576.0,✓,✗,68.25 ± 4.78 / 75.99 ± 4.00@@68.25,67.52 ± 1.01 / 46.32 ± 0.88@@67.52,29.65 ± 2.25 / 64.38 ± 1.19@@29.65,75.86 ± 1.79 / 58.86 ± 2.32@@75.86,-@@0,-@@0,-@@0,-@@0
"<a href='https://ai.google.dev/gemini-api/docs/models#gemini-2.5-flash'>gemini/gemini-2.5-flash#thinking (zero-shot, val)</a>",🤔,2.14@@2.14,?,256128.0,1048576.0,✓,✗,56.95 ± 5.41 / 61.81 ± 4.63@@56.95,61.76 ± 1.28 / 45.02 ± 1.13@@61.76,36.77 ± 4.09 / 68.18 ± 2.04@@36.77,72.41 ± 1.55 / 55.46 ± 2.50@@72.41,-@@0,-@@0,-@@0,-@@0
"<a href='https://docs.anthropic.com/en/docs/about-claude'>claude-3-7-sonnet-20250219#no-thinking (zero-shot, val)</a>",📝,2.14@@2.14,?,?,200000.0,✓,✗,62.34 ± 2.92 / 72.02 ± 3.56@@62.34,52.04 ± 1.02 / 40.88 ± 0.90@@52.04,38.26 ± 2.52 / 65.23 ± 1.58@@38.26,74.47 ± 1.78 / 56.22 ± 1.89@@74.47,-@@0,-@@0,-@@0,-@@0
"<a href='https://platform.openai.com/docs/models/gpt-5-mini'>gpt-5-mini-2025-08-07#high (zero-shot, val)</a>",🤔,2.15@@2.15,?,100256.0,272000.0,✓,✗,72.91 ± 3.81 / 80.84 ± 2.90@@72.91,53.94 ± 1.08 / 35.72 ± 1.23@@53.94,32.23 ± 3.06 / 61.76 ± 1.64@@32.23,73.69 ± 1.49 / 57.41 ± 1.79@@73.69,-@@0,-@@0,-@@0,-@@0
<a href='https://ollama.com/library/gemma3:27b-it-fp16'>ollama_chat/gemma3:27b-it-fp16</a>,📝,2.17@@2.17,?,?,?,✓,✗,63.16 ± 2.55 / 73.61 ± 1.88@@63.16,78.54 ± 1.36 / 73.98 ± 2.35@@78.54,28.42 ± 1.42 / 62.93 ± 1.04@@28.42,68.49 ± 1.05 / 41.42 ± 2.49@@68.49,-@@0,-@@0,-@@0,-@@0
<a href='https://hf.co/google/gemma-3-27b-it'>google/gemma-3-27b-it</a>,📝,2.18@@2.18,27432406640.0,262144.0,?,✓,✗,64.20 ± 2.21 / 74.78 ± 1.68@@64.20,73.69 ± 1.51 / 67.47 ± 2.47@@73.69,28.81 ± 2.31 / 63.06 ± 1.18@@28.81,72.73 ± 1.35 / 48.25 ± 2.16@@72.73,-@@0,-@@0,-@@0,-@@0
"<a href='https://platform.openai.com/docs/models/gpt-4.1'>gpt-4.1-2025-04-14 (zero-shot, val)</a>",📝,2.19@@2.19,?,?,1047576.0,✓,✗,77.78 ± 4.45 / 83.12 ± 3.65@@77.78,56.98 ± 1.47 / 30.47 ± 1.29@@56.98,25.90 ± 2.36 / 54.86 ± 1.79@@25.90,76.47 ± 1.47 / 55.80 ± 1.66@@76.47,-@@0,-@@0,-@@0,-@@0
"<a href='https://platform.openai.com/docs/models/gpt-5-mini'>gpt-5-mini-2025-08-07 (zero-shot, val)</a>",🤔,2.21@@2.21,?,100256.0,272000.0,✓,✗,77.66 ± 3.98 / 84.15 ± 2.74@@77.66,51.05 ± 1.42 / 31.21 ± 1.01@@51.05,31.82 ± 2.40 / 56.83 ± 1.45@@31.82,71.91 ± 1.00 / 55.16 ± 1.36@@71.91,-@@0,-@@0,-@@0,-@@0
<a href='https://hf.co/deepcogito/cogito-v2-preview-llama-70B'>deepcogito/cogito-v2-preview-llama-70B</a>,📝,2.21@@2.21,70553706496.0,128256.0,131072.0,✓,✗,58.82 ± 2.37 / 72.67 ± 1.68@@58.82,78.72 ± 1.02 / 72.27 ± 2.56@@78.72,23.86 ± 2.81 / 60.53 ± 1.71@@23.86,76.81 ± 0.78 / 54.30 ± 1.68@@76.81,-@@0,-@@0,-@@0,-@@0
<a href='https://hf.co/meta-llama/Llama-3.1-405B'>meta-llama/Llama-3.1-405B</a>,🧠,2.21@@2.21,405853388800.0,128256.0,131072.0,✓,✗,58.14 ± 3.84 / 71.73 ± 2.79@@58.14,78.02 ± 1.05 / 77.75 ± 0.97@@78.02,26.37 ± 2.90 / 57.74 ± 3.56@@26.37,72.73 ± 7.44 / 53.02 ± 7.83@@72.73,-@@0,-@@0,-@@0,-@@0
"<a href='https://platform.openai.com/docs/models/o4-mini'>o4-mini-2025-04-16 (zero-shot, val)</a>",🤔,2.21@@2.21,?,?,200000.0,✓,✗,69.59 ± 5.57 / 80.48 ± 3.11@@69.59,69.98 ± 0.55 / 51.42 ± 0.80@@69.98,25.33 ± 2.93 / 50.28 ± 2.07@@25.33,76.03 ± 1.13 / 56.16 ± 2.23@@76.03,-@@0,-@@0,-@@0,-@@0
"<a href='https://ai.google.dev/gemini-api/docs/models#gemini-2.0-flash-001'>gemini/gemini-2.0-flash-001 (zero-shot, val)</a>",📝,2.22@@2.22,?,256128.0,1048576.0,✓,✗,71.36 ± 3.52 / 79.82 ± 2.58@@71.36,71.44 ± 1.65 / 59.10 ± 1.41@@71.44,24.18 ± 3.34 / 53.61 ± 2.29@@24.18,71.86 ± 1.55 / 50.74 ± 1.36@@71.86,-@@0,-@@0,-@@0,-@@0
<a href='https://hf.co/deepcogito/cogito-v1-preview-llama-70B'>deepcogito/cogito-v1-preview-llama-70B</a>,📝,2.25@@2.25,70553706496.0,128256.0,131072.0,✓,✗,63.89 ± 3.06 / 76.27 ± 2.11@@63.89,78.78 ± 1.04 / 68.40 ± 2.65@@78.78,22.01 ± 2.64 / 57.12 ± 3.32@@22.01,77.41 ± 0.94 / 54.80 ± 1.80@@77.41,-@@0,-@@0,-@@0,-@@0
"<a href='https://platform.openai.com/docs/models/gpt-5'>gpt-5-2025-08-07#minimal (zero-shot, val)</a>",🤔,2.27@@2.27,?,100256.0,272000.0,✓,✗,62.41 ± 4.42 / 70.27 ± 4.17@@62.41,65.89 ± 0.63 / 41.48 ± 0.92@@65.89,26.80 ± 3.40 / 63.23 ± 1.70@@26.80,71.97 ± 1.62 / 51.97 ± 2.21@@71.97,-@@0,-@@0,-@@0,-@@0
"<a href='https://platform.openai.com/docs/models/gpt-5.2'>gpt-5.2-2025-12-11 (zero-shot, val)</a>",🤔,2.27@@2.27,?,?,?,✓,✗,71.25 ± 3.96 / 78.09 ± 3.69@@71.25,64.99 ± 1.00 / 40.27 ± 1.10@@64.99,22.71 ± 4.41 / 57.63 ± 2.37@@22.71,74.37 ± 1.47 / 52.12 ± 2.07@@74.37,-@@0,-@@0,-@@0,-@@0
<a href='https://hf.co/meta-llama/Llama-3.1-405B-Instruct-FP8'>meta-llama/Llama-3.1-405B-Instruct-FP8</a>,📝,2.34@@2.34,405868625920.0,128256.0,131072.0,✓,✗,58.74 ± 2.06 / 71.76 ± 1.53@@58.74,81.57 ± 1.35 / 81.20 ± 1.73@@81.57,16.67 ± 1.64 / 43.41 ± 1.53@@16.67,79.74 ± 1.02 / 60.19 ± 1.37@@79.74,-@@0,-@@0,-@@0,-@@0
"<a href='https://ai.google.dev/gemini-api/docs/models#gemini-2.5-flash-lite'>gemini/gemini-2.5-flash-lite#thinking (zero-shot, val)</a>",🤔,2.35@@2.35,?,256128.0,1048576.0,✓,✗,61.11 ± 5.93 / 70.27 ± 5.86@@61.11,60.85 ± 1.45 / 46.35 ± 1.12@@60.85,25.73 ± 3.70 / 61.80 ± 1.89@@25.73,74.34 ± 1.16 / 52.92 ± 1.55@@74.34,-@@0,-@@0,-@@0,-@@0
"<a href='https://ai.google.dev/gemini-api/docs/models#gemini-2.5-flash-lite-preview-06-17'>gemini/gemini-2.5-flash-lite-preview-06-17#thinking (zero-shot, val)</a>",🤔,2.35@@2.35,?,256128.0,1048576.0,✓,✗,61.11 ± 5.93 / 70.27 ± 5.86@@61.11,60.85 ± 1.45 / 46.35 ± 1.12@@60.85,25.73 ± 3.70 / 61.80 ± 1.89@@25.73,74.20 ± 1.33 / 52.78 ± 1.68@@74.20,-@@0,-@@0,-@@0,-@@0
<a href='https://hf.co/Qwen/Qwen2.5-72B-Instruct'>Qwen/Qwen2.5-72B-Instruct</a>,📝,2.38@@2.38,72706203648.0,152064.0,32768.0,✓,✗,46.61 ± 1.58 / 47.25 ± 1.29@@46.61,76.56 ± 1.09 / 58.59 ± 3.63@@76.56,23.45 ± 2.41 / 59.84 ± 1.99@@23.45,77.14 ± 1.37 / 55.28 ± 2.18@@77.14,-@@0,-@@0,-@@0,-@@0
"xai/grok-3-beta (zero-shot, val)</a>",📝,2.40@@2.40,?,?,131072.0,✓,✗,61.34 ± 3.51 / 71.33 ± 2.27@@61.34,62.05 ± 0.99 / 34.62 ± 1.08@@62.05,24.70 ± 2.90 / 61.12 ± 1.48@@24.70,69.50 ± 2.06 / 46.16 ± 2.52@@69.50,-@@0,-@@0,-@@0,-@@0
"<a href='https://ai.google.dev/gemini-api/docs/models#gemini-2.0-flash-lite-001'>gemini/gemini-2.0-flash-lite-001 (zero-shot, val)</a>",📝,2.44@@2.44,?,256128.0,1048576.0,✓,✗,68.57 ± 4.07 / 77.72 ± 2.89@@68.57,59.43 ± 1.18 / 35.48 ± 0.94@@59.43,21.17 ± 2.55 / 60.51 ± 1.28@@21.17,72.19 ± 1.16 / 46.47 ± 1.94@@72.19,-@@0,-@@0,-@@0,-@@0
<a href='https://hf.co/meta-llama/Llama-3.1-70B'>meta-llama/Llama-3.1-70B</a>,🧠,2.44@@2.44,70553706496.0,128256.0,131072.0,✓,✗,52.66 ± 4.30 / 67.85 ± 3.40@@52.66,80.08 ± 1.14 / 78.71 ± 1.70@@80.08,17.24 ± 3.16 / 48.88 ± 3.46@@17.24,79.34 ± 1.23 / 61.66 ± 1.60@@79.34,-@@0,-@@0,-@@0,-@@0
<a href='https://hf.co/Qwen/Qwen3-235B-A22B'>Qwen/Qwen3-235B-A22B</a>,🤔,2.45@@2.45,235093634560.0,151936.0,40960.0,✓,✗,54.36 ± 3.90 / 68.38 ± 2.47@@54.36,74.94 ± 0.81 / 56.98 ± 2.61@@74.94,19.43 ± 1.34 / 59.05 ± 0.74@@19.43,72.88 ± 0.81 / 53.25 ± 0.79@@72.88,-@@0,-@@0,-@@0,-@@0
<a href='https://hf.co/Qwen/Qwen3-32B'>Qwen/Qwen3-32B#no-thinking</a>,📝,2.45@@2.45,32762123264.0,151936.0,40960.0,✓,✗,50.09 ± 2.63 / 66.82 ± 1.78@@50.09,70.14 ± 1.59 / 54.25 ± 3.43@@70.14,24.81 ± 1.18 / 61.46 ± 0.92@@24.81,73.87 ± 3.76 / 50.86 ± 5.29@@73.87,-@@0,-@@0,-@@0,-@@0
<a href='https://hf.co/Qwen/Qwen3-235B-A22B-Thinking-2507-FP8'>Qwen/Qwen3-235B-A22B-Thinking-2507-FP8</a>,🤔,2.46@@2.46,235107904512.0,151936.0,262144.0,✓,✗,55.78 ± 2.91 / 68.46 ± 1.81@@55.78,84.90 ± 0.73 / 79.58 ± 1.30@@84.90,14.61 ± 1.45 / 41.10 ± 0.60@@14.61,73.13 ± 0.83 / 52.85 ± 1.63@@73.13,-@@0,-@@0,-@@0,-@@0
"<a href='https://docs.x.ai/docs/models'>xai/grok-2-1212 (zero-shot, val)</a>",📝,2.47@@2.47,?,?,131072.0,✓,✗,73.84 ± 3.94 / 79.25 ± 3.52@@73.84,60.97 ± 0.89 / 36.59 ± 0.90@@60.97,16.12 ± 2.87 / 41.36 ± 1.40@@16.12,74.60 ± 1.98 / 53.54 ± 2.19@@74.60,-@@0,-@@0,-@@0,-@@0
<a href='https://hf.co/LumiOpen/Llama-Poro-2-70B-SFT'>LumiOpen/Llama-Poro-2-70B-SFT</a>,📝,2.47@@2.47,70553706496.0,128256.0,8192.0,✓,✗,55.96 ± 2.66 / 70.04 ± 2.16@@55.96,79.75 ± 0.65 / 71.02 ± 2.42@@79.75,15.98 ± 1.67 / 53.47 ± 2.54@@15.98,77.78 ± 1.06 / 57.42 ± 1.73@@77.78,-@@0,-@@0,-@@0,-@@0
<a href='https://hf.co/vesteinn/FoBERT'>vesteinn/FoBERT</a>,🔍,2.48@@2.48,124498007.0,50005.0,514.0,✓,✗,4.15 ± 4.50 / 23.56 ± 4.59@@4.15,90.83 ± 0.69 / 91.02 ± 0.52@@90.83,49.53 ± 3.64 / 72.23 ± 2.82@@49.53,27.68 ± 3.00 / 20.44 ± 2.62@@27.68,-@@0,-@@0,-@@0,-@@0
<a href='https://hf.co/Qwen/Qwen3-Next-80B-A3B-Instruct'>Qwen/Qwen3-Next-80B-A3B-Instruct</a>,📝,2.49@@2.49,81324862720.0,151936.0,262144.0,✓,✗,50.37 ± 1.14 / 63.04 ± 1.35@@50.37,75.63 ± 0.84 / 62.08 ± 2.28@@75.63,21.35 ± 1.81 / 58.98 ± 1.52@@21.35,73.56 ± 0.83 / 50.83 ± 1.70@@73.56,-@@0,-@@0,-@@0,-@@0
<a href='https://hf.co/LumiOpen/Llama-Poro-2-70B-Instruct'>LumiOpen/Llama-Poro-2-70B-Instruct</a>,📝,2.49@@2.49,70553706496.0,128256.0,8192.0,✓,✗,60.47 ± 1.71 / 73.83 ± 1.14@@60.47,73.60 ± 1.26 / 56.33 ± 3.09@@73.60,17.09 ± 2.06 / 57.00 ± 0.77@@17.09,72.98 ± 1.02 / 48.69 ± 1.63@@72.98,-@@0,-@@0,-@@0,-@@0
<a href='https://hf.co/deepcogito/cogito-v1-preview-qwen-32B'>deepcogito/cogito-v1-preview-qwen-32B</a>,📝,2.49@@2.49,32759790592.0,151665.0,131072.0,✓,✗,52.84 ± 2.40 / 66.94 ± 1.59@@52.84,78.71 ± 0.92 / 68.15 ± 1.92@@78.71,18.69 ± 1.89 / 58.85 ± 0.93@@18.69,76.48 ± 1.58 / 55.27 ± 1.59@@76.48,-@@0,-@@0,-@@0,-@@0
<a href='https://hf.co/meta-llama/Meta-Llama-3-70B'>meta-llama/Meta-Llama-3-70B</a>,🧠,2.49@@2.49,70553706496.0,128256.0,8192.0,✓,✗,57.99 ± 3.77 / 71.14 ± 3.12@@57.99,80.62 ± 1.38 / 77.07 ± 2.93@@80.62,13.59 ± 1.39 / 44.26 ± 2.93@@13.59,79.40 ± 1.20 / 61.89 ± 1.34@@79.40,-@@0,-@@0,-@@0,-@@0
"<a href='https://ai.google.dev/gemini-api/docs/models#gemini-1.5-flash-002'>gemini/gemini-1.5-flash-002 (zero-shot, val)</a>",📝,2.50@@2.50,?,256128.0,1048576.0,✓,✗,62.10 ± 6.91 / 72.87 ± 5.04@@62.10,55.16 ± 1.04 / 28.82 ± 0.78@@55.16,25.49 ± 1.99 / 59.40 ± 1.19@@25.49,68.10 ± 1.61 / 47.10 ± 1.52@@68.10,-@@0,-@@0,-@@0,-@@0
<a href='https://hf.co/google/gemma-3-12b-it'>google/gemma-3-12b-it</a>,📝,2.50@@2.50,12187325040.0,262144.0,?,✓,✗,54.15 ± 2.65 / 69.28 ± 1.65@@54.15,71.72 ± 1.28 / 58.09 ± 2.36@@71.72,19.93 ± 3.00 / 58.35 ± 1.89@@19.93,70.28 ± 1.25 / 47.95 ± 1.93@@70.28,-@@0,-@@0,-@@0,-@@0
<a href='https://hf.co/google/gemma-3-27b-pt'>google/gemma-3-27b-pt</a>,🧠,2.51@@2.51,27432406640.0,262144.0,8192.0,✓,✗,52.24 ± 5.62 / 66.73 ± 4.79@@52.24,68.32 ± 2.13 / 67.48 ± 2.26@@68.32,20.07 ± 2.81 / 57.34 ± 2.02@@20.07,77.23 ± 1.91 / 57.08 ± 1.91@@77.23,-@@0,-@@0,-@@0,-@@0
<a href='https://hf.co/NovaSky-AI/Sky-T1-32B-Preview'>NovaSky-AI/Sky-T1-32B-Preview</a>,📝,2.51@@2.51,32763876352.0,152064.0,32768.0,✓,✗,55.22 ± 2.81 / 70.11 ± 2.01@@55.22,75.68 ± 1.05 / 60.37 ± 2.50@@75.68,18.12 ± 1.87 / 57.85 ± 1.08@@18.12,74.18 ± 1.32 / 50.82 ± 1.75@@74.18,-@@0,-@@0,-@@0,-@@0
<a href='https://hf.co/meta-llama/Llama-3.1-70B-Instruct'>meta-llama/Llama-3.1-70B-Instruct</a>,📝,2.52@@2.52,70553706496.0,128256.0,131072.0,✓,✗,52.33 ± 2.11 / 49.69 ± 1.21@@52.33,79.04 ± 1.57 / 69.20 ± 3.32@@79.04,15.72 ± 2.73 / 53.70 ± 3.15@@15.72,79.21 ± 1.19 / 59.08 ± 1.71@@79.21,-@@0,-@@0,-@@0,-@@0
<a href='https://hf.co/meta-llama/Llama-3.3-70B-Instruct'>meta-llama/Llama-3.3-70B-Instruct</a>,📝,2.53@@2.53,70553706496.0,128256.0,131072.0,✓,✗,51.60 ± 1.99 / 49.29 ± 1.20@@51.60,78.46 ± 1.42 / 66.11 ± 4.28@@78.46,17.25 ± 3.90 / 53.45 ± 4.72@@17.25,72.58 ± 1.07 / 50.98 ± 1.67@@72.58,-@@0,-@@0,-@@0,-@@0
"xai/grok-3-mini-beta#high (zero-shot, val)</a>",🤔,2.54@@2.54,?,?,131072.0,✓,✗,52.60 ± 4.95 / 61.70 ± 4.55@@52.60,37.31 ± 0.38 / 25.57 ± 0.49@@37.31,34.07 ± 5.14 / 66.92 ± 2.57@@34.07,71.85 ± 1.21 / 48.32 ± 1.55@@71.85,-@@0,-@@0,-@@0,-@@0
"<a href='https://ai.google.dev/gemini-api/docs/models#gemini-1.5-pro-002'>gemini/gemini-1.5-pro-002 (zero-shot, val)</a>",📝,2.55@@2.55,?,256128.0,2097152.0,✓,✗,59.51 ± 5.29 / 71.66 ± 3.46@@59.51,58.60 ± 0.66 / 47.44 ± 1.27@@58.60,19.14 ± 3.59 / 46.88 ± 2.64@@19.14,72.84 ± 1.20 / 48.53 ± 2.24@@72.84,-@@0,-@@0,-@@0,-@@0
"<a href='https://ai.google.dev/gemini-api/docs/models#gemini-2.5-flash-lite'>gemini/gemini-2.5-flash-lite#no-thinking (zero-shot, val)</a>",📝,2.56@@2.56,?,256128.0,1048576.0,✓,✗,51.21 ± 3.93 / 61.37 ± 3.11@@51.21,64.31 ± 1.57 / 37.03 ± 0.45@@64.31,19.64 ± 4.45 / 59.30 ± 2.14@@19.64,76.60 ± 1.32 / 56.74 ± 1.95@@76.60,-@@0,-@@0,-@@0,-@@0
"<a href='https://ai.google.dev/gemini-api/docs/models#gemini-2.5-flash-lite-preview-06-17'>gemini/gemini-2.5-flash-lite-preview-06-17#no-thinking (zero-shot, val)</a>",📝,2.56@@2.56,?,256128.0,1048576.0,✓,✗,51.21 ± 3.93 / 61.37 ± 3.11@@51.21,64.31 ± 1.57 / 37.03 ± 0.45@@64.31,19.64 ± 4.45 / 59.30 ± 2.14@@19.64,76.60 ± 1.32 / 56.74 ± 1.95@@76.60,-@@0,-@@0,-@@0,-@@0
<a href='https://ollama.com/library/gemma3:27b-it-q4_K_M'>ollama_chat/gemma3:27b-it-q4_K_M (val)</a>,📝,2.56@@2.56,27400000000.0,262144.0,128000.0,✓,✗,43.83 ± 11.87 / 66.08 ± 5.53@@43.83,80.90 ± 1.14 / 77.14 ± 2.25@@80.90,19.02 ± 5.66 / 58.51 ± 3.06@@19.02,66.17 ± 2.05 / 40.24 ± 3.04@@66.17,-@@0,-@@0,-@@0,-@@0
"<a href='https://docs.anthropic.com/en/docs/about-claude'>claude-3-5-haiku-20241022 (zero-shot, val)</a>",📝,2.57@@2.57,?,?,200000.0,✓,✗,65.97 ± 4.48 / 76.78 ± 3.20@@65.97,51.06 ± 1.45 / 30.27 ± 1.00@@51.06,19.17 ± 3.92 / 56.79 ± 2.20@@19.17,72.97 ± 1.19 / 45.29 ± 1.54@@72.97,-@@0,-@@0,-@@0,-@@0
