<span style='font-size: 12px; font-weight: normal; opacity: 0.6;'>Task Type</span>,<span style='visibility: hidden;'>dummy</span>,,,,,,,,<a id=9 href='https://euroeval.com/tasks/sentiment-classification/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Sentiment classification</a>,<a id=10 href='https://euroeval.com/tasks/named-entity-recognition/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Named entity recognition</a>,<a id=11 href='https://euroeval.com/tasks/linguistic-acceptability/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Linguistic acceptability</a>,<a id=12 href='https://euroeval.com/tasks/reading-comprehension/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Reading comprehension</a>,<a id=13 href='https://euroeval.com/tasks/summarization/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Summarization</a>,<a id=14 href='https://euroeval.com/tasks/knowledge/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Knowledge</a>,<a id=15 href='https://euroeval.com/tasks/common-sense-reasoning/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Common sense reasoning</a>,<span style='visibility: hidden;'>hidden</span>,,,,,,
<a href='https://hf.co/Qwen/Qwen3-235B-A22B-Instruct-2507-FP8'>Qwen/Qwen3-235B-A22B-Instruct-2507-FP8</a>,📝,1.50@@1.50,?,235107904512.0,151936.0,262144.0,✓,✗,94.59 ± 0.61 / 97.29 ± 0.31@@94.59,65.24 ± 1.73 / 56.57 ± 2.14@@65.24,45.30 ± 1.12 / 66.93 ± 0.84@@45.30,70.53 ± 0.89 / 41.32 ± 0.74@@70.53,65.91 ± 0.08 / 15.42 ± 0.11@@65.91,77.78 ± 0.45 / 83.33 ± 0.33@@77.78,85.74 ± 0.59 / 89.31 ± 0.45@@85.74,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202
<a href='https://hf.co/meta-llama/Llama-3.1-405B-Instruct-FP8'>meta-llama/Llama-3.1-405B-Instruct-FP8</a>,📝,1.52@@1.52,?,405868625920.0,128256.0,131072.0,✓,✗,94.48 ± 0.47 / 97.21 ± 0.24@@94.48,67.81 ± 3.16 / 66.51 ± 2.97@@67.81,44.30 ± 1.18 / 68.72 ± 0.61@@44.30,70.03 ± 0.84 / 37.95 ± 1.35@@70.03,66.57 ± 1.75 / 21.46 ± 0.54@@66.57,76.24 ± 0.43 / 82.19 ± 0.32@@76.24,80.01 ± 0.84 / 84.96 ± 0.65@@80.01,15.11.0.dev0@@151100,15.11.0.dev0@@151100,15.11.0.dev0@@151100,15.11.0.dev0@@151100,15.11.0.dev0@@151100,15.11.0.dev0@@151100,15.11.0.dev0@@151100
<a href='https://hf.co/Qwen/Qwen3-235B-A22B-Thinking-2507-FP8'>Qwen/Qwen3-235B-A22B-Thinking-2507-FP8</a>,🤔,1.52@@1.52,?,235107904512.0,151936.0,262144.0,✓,✗,94.92 ± 0.42 / 97.46 ± 0.21@@94.92,75.42 ± 1.37 / 71.27 ± 1.40@@75.42,33.11 ± 1.13 / 54.08 ± 1.00@@33.11,69.75 ± 0.49 / 40.77 ± 0.77@@69.75,65.42 ± 0.15 / 14.92 ± 0.51@@65.42,84.01 ± 0.59 / 88.00 ± 0.44@@84.01,82.42 ± 0.76 / 86.79 ± 0.57@@82.42,16.4.0.dev0@@160400,16.4.0.dev0@@160400,16.4.0.dev0@@160400,16.4.0.dev0@@160400,16.4.0.dev0@@160400,16.4.0.dev0@@160400,16.4.0.dev0@@160400
<a href='https://hf.co/mistralai/Mistral-Small-3.2-24B-Instruct-2506'>mistralai/Mistral-Small-3.2-24B-Instruct-2506</a>,📝,1.52@@1.52,?,24011361280.0,131072.0,?,✓,✗,94.28 ± 0.63 / 97.13 ± 0.32@@94.28,70.47 ± 1.77 / 65.73 ± 2.25@@70.47,45.87 ± 1.76 / 68.72 ± 1.43@@45.87,73.74 ± 2.07 / 45.18 ± 1.73@@73.74,66.64 ± 0.19 / 18.47 ± 0.42@@66.64,66.74 ± 0.65 / 74.94 ± 0.49@@66.74,78.51 ± 0.98 / 83.73 ± 0.75@@78.51,15.16.0.dev0@@151600,15.16.0.dev0@@151600,15.16.0.dev0@@151600,15.16.0.dev0@@151600,15.16.0.dev0@@151600,15.16.0.dev0@@151600,15.16.0.dev0@@151600
<a href='https://hf.co/deepcogito/cogito-v1-preview-llama-70B'>deepcogito/cogito-v1-preview-llama-70B</a>,📝,1.52@@1.52,?,70553706496.0,128256.0,131072.0,✓,✗,94.47 ± 0.42 / 97.22 ± 0.21@@94.47,69.06 ± 2.51 / 63.78 ± 2.79@@69.06,40.84 ± 1.83 / 62.50 ± 1.74@@40.84,70.19 ± 0.91 / 38.87 ± 0.79@@70.19,66.69 ± 0.11 / 18.45 ± 0.30@@66.69,77.28 ± 0.75 / 82.92 ± 0.57@@77.28,81.40 ± 0.75 / 85.95 ± 0.57@@81.40,15.9.1@@150901,15.9.1@@150901,15.9.1@@150901,15.9.1@@150901,15.9.1@@150901,15.9.1@@150901,15.9.1@@150901
"<a href='https://ai.google.dev/gemini-api/docs/models#gemini-2.5-pro'>gemini/gemini-2.5-pro (zero-shot, val)</a>",🤔,1.52@@1.52,?,?,256128.0,1048576.0,✓,✗,95.11 ± 1.42 / 97.51 ± 0.72@@95.11,64.57 ± 2.67 / 55.72 ± 2.41@@64.57,42.56 ± 3.92 / 66.87 ± 2.03@@42.56,66.62 ± 0.71 / 29.06 ± 1.10@@66.62,66.54 ± 0.12 / 15.88 ± 0.18@@66.54,84.81 ± 1.75 / 88.67 ± 1.36@@84.81,79.86 ± 1.94 / 84.84 ± 1.46@@79.86,15.13.0@@151300,15.13.0@@151300,15.13.0@@151300,15.13.0@@151300,15.13.0@@151300,15.13.0@@151300,15.13.0@@151300
<a href='https://hf.co/Qwen/Qwen3-Next-80B-A3B-Instruct'>Qwen/Qwen3-Next-80B-A3B-Instruct</a>,📝,1.54@@1.54,?,81324862720.0,151936.0,262144.0,✓,✗,94.80 ± 0.53 / 97.40 ± 0.27@@94.80,69.31 ± 1.91 / 59.52 ± 2.45@@69.31,44.57 ± 1.15 / 67.21 ± 0.99@@44.57,69.72 ± 0.89 / 38.06 ± 0.96@@69.72,65.46 ± 0.08 / 14.68 ± 0.08@@65.46,75.92 ± 0.81 / 81.92 ± 0.61@@75.92,80.37 ± 0.82 / 85.28 ± 0.62@@80.37,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300
"<a href='https://platform.openai.com/docs/models/gpt-5'>gpt-5-2025-08-07#high (zero-shot, val)</a>",🤔,1.54@@1.54,?,?,100256.0,272000.0,✓,✗,97.33 ± 1.20 / 98.66 ± 0.60@@97.33,70.50 ± 2.66 / 59.12 ± 3.64@@70.50,36.68 ± 2.93 / 56.51 ± 2.35@@36.68,63.98 ± 1.04 / 30.97 ± 1.49@@63.98,65.89 ± 0.15 / 15.38 ± 0.19@@65.89,88.34 ± 1.49 / 91.41 ± 1.12@@88.34,76.43 ± 1.78 / 82.19 ± 1.40@@76.43,15.16.0@@151600,15.16.0@@151600,15.16.0@@151600,15.16.0@@151600,15.16.0@@151600,15.16.0@@151600,15.16.0@@151600
<a href='https://hf.co/deepcogito/cogito-v2-preview-llama-70B'>deepcogito/cogito-v2-preview-llama-70B</a>,📝,1.55@@1.55,80.27,70553706496.0,128256.0,131072.0,✓,✗,94.56 ± 0.47 / 97.27 ± 0.23@@94.56,67.78 ± 2.93 / 62.28 ± 3.13@@67.78,41.55 ± 1.80 / 63.99 ± 1.68@@41.55,69.19 ± 1.15 / 36.62 ± 1.12@@69.19,66.61 ± 0.11 / 18.17 ± 0.28@@66.61,77.39 ± 0.61 / 82.95 ± 0.46@@77.39,81.15 ± 0.50 / 85.77 ± 0.38@@81.15,15.15.0@@151500,15.15.0@@151500,15.15.0@@151500,15.15.0@@151500,15.15.0@@151500,15.15.0@@151500,15.15.0@@151500
<a href='https://hf.co/mistralai/Mistral-Small-3.1-24B-Instruct-2503'>mistralai/Mistral-Small-3.1-24B-Instruct-2503</a>,📝,1.56@@1.56,?,24011361280.0,131072.0,?,✓,✗,94.90 ± 0.54 / 97.45 ± 0.27@@94.90,66.57 ± 2.29 / 64.52 ± 2.04@@66.57,40.16 ± 1.52 / 62.73 ± 1.98@@40.16,75.02 ± 2.15 / 44.31 ± 1.99@@75.02,67.06 ± 0.63 / 21.69 ± 0.85@@67.06,67.50 ± 0.75 / 75.56 ± 0.57@@67.50,83.40 ± 0.75 / 87.52 ± 0.58@@83.40,15.9.1.dev0@@150901,15.9.1.dev0@@150901,15.9.1.dev0@@150901,15.9.1.dev0@@150901,15.9.1.dev0@@150901,15.9.1.dev0@@150901,15.9.1.dev0@@150901
<a href='https://hf.co/mistralai/Magistral-Small-2509'>mistralai/Magistral-Small-2509</a>,📝,1.57@@1.57,?,24011361280.0,131072.0,8192.0,✓,✗,94.42 ± 0.52 / 97.20 ± 0.26@@94.42,66.41 ± 1.57 / 61.89 ± 1.95@@66.41,45.11 ± 1.98 / 68.80 ± 1.61@@45.11,74.22 ± 2.15 / 46.96 ± 1.74@@74.22,66.40 ± 0.12 / 17.38 ± 0.23@@66.40,65.81 ± 0.70 / 74.23 ± 0.53@@65.81,76.42 ± 0.70 / 82.21 ± 0.54@@76.42,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300
<a href='https://hf.co/Qwen/Qwen2.5-72B-Instruct'>Qwen/Qwen2.5-72B-Instruct</a>,📝,1.57@@1.57,6.38,72706203648.0,152064.0,32768.0,✓,✗,94.67 ± 0.61 / 97.31 ± 0.32@@94.67,62.77 ± 2.68 / 54.80 ± 3.20@@62.77,46.11 ± 1.30 / 67.89 ± 0.85@@46.11,70.99 ± 0.67 / 38.28 ± 0.99@@70.99,66.28 ± 0.09 / 16.13 ± 0.20@@66.28,73.75 ± 0.62 / 80.24 ± 0.48@@73.75,77.80 ± 1.40 / 83.23 ± 1.07@@77.80,15.3.1@@150301,15.3.1@@150301,15.3.1@@150301,15.3.1@@150301,15.3.1@@150301,15.3.1@@150301,15.3.1@@150301
"<a href='https://ai.google.dev/gemini-api/docs/models#gemini-2.5-flash'>gemini/gemini-2.5-flash#thinking (zero-shot, val)</a>",🤔,1.58@@1.58,?,?,256128.0,1048576.0,✓,✗,92.20 ± 1.01 / 95.99 ± 0.53@@92.20,66.03 ± 3.49 / 61.20 ± 3.49@@66.03,45.57 ± 3.17 / 68.85 ± 1.64@@45.57,65.38 ± 0.87 / 35.87 ± 1.36@@65.38,66.48 ± 0.14 / 14.90 ± 0.19@@66.48,79.15 ± 1.93 / 84.41 ± 1.46@@79.15,69.87 ± 2.41 / 76.84 ± 1.90@@69.87,15.11.0@@151100,15.12.0.dev0@@151200,15.12.0.dev0@@151200,15.12.0.dev0@@151200,15.12.0.dev0@@151200,15.12.0.dev0@@151200,15.12.0.dev0@@151200
<a href='https://hf.co/NovaSky-AI/Sky-T1-32B-Preview'>NovaSky-AI/Sky-T1-32B-Preview</a>,📝,1.58@@1.58,?,32763876352.0,152064.0,32768.0,✓,✗,94.97 ± 0.51 / 97.48 ± 0.25@@94.97,68.75 ± 1.26 / 61.51 ± 2.43@@68.75,41.64 ± 2.08 / 63.09 ± 1.86@@41.64,70.70 ± 0.51 / 37.18 ± 1.29@@70.70,65.98 ± 0.10 / 16.07 ± 0.20@@65.98,71.20 ± 0.74 / 78.34 ± 0.56@@71.20,76.57 ± 0.50 / 82.21 ± 0.38@@76.57,15.8.2.dev0@@150802,15.8.2.dev0@@150802,15.8.2.dev0@@150802,15.8.2.dev0@@150802,15.8.2.dev0@@150802,15.8.2.dev0@@150802,15.8.2.dev0@@150802
"<a href='https://platform.openai.com/docs/models/gpt-5'>gpt-5-2025-08-07 (zero-shot, val)</a>",🤔,1.58@@1.58,?,?,100256.0,272000.0,✓,✗,97.10 ± 1.16 / 98.54 ± 0.59@@97.10,71.04 ± 3.22 / 63.53 ± 3.51@@71.04,33.50 ± 3.01 / 55.40 ± 1.99@@33.50,63.08 ± 1.28 / 32.46 ± 1.38@@63.08,65.80 ± 0.16 / 15.26 ± 0.22@@65.80,87.75 ± 1.61 / 90.98 ± 1.20@@87.75,73.34 ± 1.45 / 79.84 ± 1.15@@73.34,15.15.0.dev0@@151500,15.15.0.dev0@@151500,15.15.0.dev0@@151500,15.15.0.dev0@@151500,15.15.0.dev0@@151500,15.15.0.dev0@@151500,15.15.0.dev0@@151500
<a href='https://hf.co/mistralai/Voxtral-Small-24B-2507'>mistralai/Voxtral-Small-24B-2507</a>,📝,1.58@@1.58,?,24261800960.0,131072.0,8192.0,✓,✗,93.89 ± 0.62 / 96.94 ± 0.31@@93.89,71.03 ± 1.57 / 67.68 ± 1.56@@71.03,41.58 ± 3.18 / 63.11 ± 3.29@@41.58,73.64 ± 1.94 / 44.86 ± 1.57@@73.64,65.35 ± 2.83 / 19.15 ± 1.08@@65.35,67.53 ± 0.73 / 75.60 ± 0.56@@67.53,76.99 ± 0.58 / 82.64 ± 0.45@@76.99,16.4.0.dev0@@160400,16.4.0.dev0@@160400,16.4.0.dev0@@160400,16.4.0.dev0@@160400,16.4.0.dev0@@160400,16.4.0.dev0@@160400,16.4.0.dev0@@160400
<a href='https://hf.co/meta-llama/Llama-3.1-405B'>meta-llama/Llama-3.1-405B</a>,🧠,1.59@@1.59,N/A,405853388800.0,128256.0,131072.0,✓,✗,94.33 ± 0.51 / 97.15 ± 0.25@@94.33,54.98 ± 2.02 / 54.42 ± 2.12@@54.98,52.64 ± 4.14 / 74.28 ± 2.98@@52.64,77.36 ± 2.96 / 50.24 ± 2.82@@77.36,65.72 ± 0.86 / 24.04 ± 0.94@@65.72,73.74 ± 1.14 / 80.31 ± 0.85@@73.74,68.07 ± 1.97 / 75.28 ± 1.66@@68.07,15.10.1.dev0@@151001,15.10.1.dev0@@151001,15.10.1.dev0@@151001,15.10.1.dev0@@151001,15.10.1.dev0@@151001,15.10.1.dev0@@151001,15.10.1.dev0@@151001
<a href='https://hf.co/meta-llama/Llama-3.3-70B-Instruct'>meta-llama/Llama-3.3-70B-Instruct</a>,📝,1.60@@1.60,0.84,70553706496.0,128256.0,131072.0,✓,✗,94.71 ± 0.51 / 97.35 ± 0.26@@94.71,68.16 ± 1.97 / 62.15 ± 2.31@@68.16,40.63 ± 1.70 / 63.78 ± 1.64@@40.63,65.10 ± 0.97 / 33.68 ± 0.94@@65.10,67.24 ± 0.14 / 19.76 ± 0.35@@67.24,70.68 ± 0.70 / 77.99 ± 0.54@@70.68,75.70 ± 1.20 / 81.62 ± 0.93@@75.70,15.3.1@@150301,15.3.1@@150301,15.3.1@@150301,15.3.1@@150301,15.3.1@@150301,15.3.1@@150301,15.3.1@@150301
"<a href='https://ai.google.dev/gemini-api/docs/models#gemini-2.5-flash-preview-04-17'>gemini/gemini-2.5-flash-preview-04-17 (zero-shot, val)</a>",🤔,1.60@@1.60,?,?,256128.0,1048576.0,✓,✗,93.69 ± 1.20 / 96.80 ± 0.61@@93.69,69.85 ± 2.61 / 63.75 ± 2.86@@69.85,38.99 ± 3.61 / 64.75 ± 1.93@@38.99,67.21 ± 0.96 / 36.78 ± 1.43@@67.21,66.25 ± 0.11 / 14.41 ± 0.18@@66.25,80.80 ± 1.78 / 85.59 ± 1.31@@80.80,66.05 ± 1.63 / 74.30 ± 1.17@@66.05,15.6.1.dev0@@150601,15.6.1.dev0@@150601,15.6.1.dev0@@150601,15.6.1.dev0@@150601,15.6.1.dev0@@150601,15.6.1.dev0@@150601,15.6.1.dev0@@150601
<a href='https://hf.co/ibm-granite/granite-4.0-h-small'>ibm-granite/granite-4.0-h-small</a>,📝,1.61@@1.61,0.14,32207337984.0,100352.0,131072.0,✓,✗,93.30 ± 0.66 / 96.62 ± 0.33@@93.30,59.30 ± 1.89 / 54.05 ± 2.58@@59.30,58.09 ± 2.56 / 78.74 ± 1.60@@58.09,68.88 ± 1.60 / 40.56 ± 0.98@@68.88,67.02 ± 0.16 / 19.94 ± 0.49@@67.02,59.83 ± 0.55 / 69.65 ± 0.44@@59.83,72.25 ± 1.17 / 78.86 ± 0.92@@72.25,16.8.0.dev0@@160800,16.8.0.dev0@@160800,16.8.0.dev0@@160800,16.8.0.dev0@@160800,16.8.0.dev0@@160800,16.8.0.dev0@@160800,16.8.0.dev0@@160800
<a href='https://hf.co/meta-llama/Llama-3.1-70B-Instruct'>meta-llama/Llama-3.1-70B-Instruct</a>,📝,1.61@@1.61,?,70553706496.0,128256.0,131072.0,✓,✗,94.72 ± 0.33 / 97.35 ± 0.17@@94.72,67.60 ± 2.27 / 61.48 ± 2.54@@67.60,40.31 ± 1.41 / 62.94 ± 1.47@@40.31,70.78 ± 1.15 / 40.93 ± 1.07@@70.78,67.81 ± 0.13 / 22.33 ± 0.31@@67.81,69.42 ± 0.53 / 76.98 ± 0.42@@69.42,70.59 ± 1.72 / 77.51 ± 1.35@@70.59,15.3.1@@150301,15.3.1@@150301,15.3.1@@150301,15.3.1@@150301,15.3.1@@150301,15.3.1@@150301,15.3.1@@150301
"<a href='https://platform.openai.com/docs/models/gpt-4o'>gpt-4o-2024-05-13 (zero-shot, val)</a>",📝,1.61@@1.61,?,?,200019.0,8191.0,✓,✗,93.73 ± 1.52 / 96.80 ± 0.78@@93.73,67.03 ± 2.75 / 51.31 ± 3.47@@67.03,45.51 ± 2.97 / 68.41 ± 1.52@@45.51,67.96 ± 0.79 / 34.76 ± 1.21@@67.96,66.69 ± 0.14 / 15.90 ± 0.29@@66.69,68.78 ± 2.11 / 76.88 ± 1.52@@68.78,70.77 ± 1.58 / 77.54 ± 1.18@@70.77,14.3.0.dev0@@140300,14.3.0.dev0@@140300,14.3.0.dev0@@140300,14.3.0.dev0@@140300,14.3.0.dev0@@140300,14.4.0@@140400,14.4.0@@140400
