<span style='font-size: 12px; font-weight: normal; opacity: 0.6;'>Task Type</span>,<span style='visibility: hidden;'>dummy</span>,,,,,,,,<a id=9 href='https://euroeval.com/tasks/sentiment-classification/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Sentiment classification</a>,<a id=10 href='https://euroeval.com/tasks/named-entity-recognition/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Named entity recognition</a>,<a id=11 href='https://euroeval.com/tasks/linguistic-acceptability/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Linguistic acceptability</a>,<a id=12 href='https://euroeval.com/tasks/reading-comprehension/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Reading comprehension</a>,<a id=13 href='https://euroeval.com/tasks/summarization/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Summarization</a>,<a id=14 href='https://euroeval.com/tasks/knowledge/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Knowledge</a>,<a id=15 href='https://euroeval.com/tasks/common-sense-reasoning/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Common sense reasoning</a>,<span style='visibility: hidden;'>hidden</span>,,,,,,
<a href='https://hf.co/deepcogito/cogito-v2-preview-llama-70B'>deepcogito/cogito-v2-preview-llama-70B</a>,📝,1.73@@1.73,14.18,70553706496.0,128256.0,131072.0,✓,✗,59.76 ± 2.24 / 72.46 ± 1.82@@59.76,69.12 ± 1.49 / 53.23 ± 1.95@@69.12,50.32 ± 1.40 / 73.20 ± 0.80@@50.32,55.02 ± 1.21 / 26.77 ± 1.08@@55.02,35.98 ± 0.17 / 39.36 ± 0.29@@35.98,75.05 ± 0.59 / 81.22 ± 0.44@@75.05,81.46 ± 1.30 / 86.03 ± 0.97@@81.46,15.15.0@@151500,15.15.0@@151500,15.15.0@@151500,15.15.0@@151500,16.15.0.dev0@@161500,15.15.0@@151500,15.15.0@@151500
"<a href='https://ai.google.dev/gemini-api/docs/models#gemini-3-flash-preview'>gemini/gemini-3-flash-preview#no-thinking (zero-shot, val)</a>",📝,1.75@@1.75,32.72,?,256128.0,1048576.0,✓,✗,51.77 ± 3.36 / 65.38 ± 2.25@@51.77,68.56 ± 1.49 / 39.67 ± 1.77@@68.56,66.56 ± 2.15 / 83.11 ± 1.07@@66.56,52.86 ± 1.47 / 22.47 ± 1.48@@52.86,30.54 ± 0.25 / 35.72 ± 0.25@@30.54,87.41 ± 1.47 / 90.62 ± 1.12@@87.41,82.82 ± 1.70 / 87.07 ± 1.31@@82.82,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.15.0.dev0@@161500,16.9.0.dev0@@160900,16.9.0.dev0@@160900
"<a href='https://docs.anthropic.com/en/docs/about-claude'>claude-sonnet-4-5-20250929#thinking (zero-shot, val)</a>",🤔,1.75@@1.75,?,?,?,?,✓,✗,56.17 ± 3.09 / 67.05 ± 2.20@@56.17,77.06 ± 1.59 / 67.68 ± 1.94@@77.06,45.05 ± 3.51 / 67.98 ± 1.73@@45.05,52.94 ± 1.49 / 26.23 ± 1.78@@52.94,30.73 ± 0.28 / 36.32 ± 0.27@@30.73,89.39 ± 1.30 / 92.07 ± 0.98@@89.39,90.85 ± 1.14 / 93.12 ± 0.86@@90.85,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.15.0.dev0@@161500,16.3.0.dev0@@160300,16.3.0.dev0@@160300
"<a href='https://docs.anthropic.com/en/docs/about-claude'>claude-sonnet-4-5-20250929#no-thinking (zero-shot, val)</a>",📝,1.76@@1.76,3.28,?,?,200000.0,✓,✗,55.19 ± 1.79 / 69.62 ± 1.21@@55.19,74.20 ± 1.84 / 61.61 ± 1.74@@74.20,44.57 ± 2.55 / 65.03 ± 1.47@@44.57,55.00 ± 1.55 / 28.26 ± 1.73@@55.00,33.08 ± 0.32 / 37.16 ± 0.31@@33.08,76.41 ± 1.51 / 82.30 ± 1.14@@76.41,92.63 ± 1.17 / 94.45 ± 0.88@@92.63,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.15.0.dev0@@161500,16.3.0.dev0@@160300,16.3.0.dev0@@160300
"<a href='https://docs.anthropic.com/en/docs/about-claude'>claude-sonnet-4-6 (zero-shot, val)</a>",🤔,1.76@@1.76,98.04,?,?,?,✓,✗,53.81 ± 1.01 / 68.23 ± 0.66@@53.81,69.91 ± 1.08 / 51.72 ± 0.98@@69.91,72.33 ± 1.20 / 85.96 ± 0.63@@72.33,52.65 ± 0.87 / 23.76 ± 0.92@@52.65,29.36 ± 0.15 / 34.96 ± 0.15@@29.36,83.28 ± 0.74 / 87.46 ± 0.55@@83.28,82.68 ± 0.94 / 86.99 ± 0.70@@82.68,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0
"<a href='https://platform.openai.com/docs/models/gpt-5.4'>gpt-5.4-2026-03-05 (zero-shot, val)</a>",🤔,1.79@@1.79,80.57,?,?,?,✓,✗,56.04 ± 1.17 / 68.46 ± 0.74@@56.04,65.70 ± 1.13 / 44.88 ± 1.08@@65.70,65.43 ± 0.65 / 82.28 ± 0.39@@65.43,56.82 ± 0.79 / 30.40 ± 0.94@@56.82,29.75 ± 0.16 / 35.73 ± 0.17@@29.75,82.74 ± 0.87 / 87.11 ± 0.62@@82.74,77.29 ± 0.84 / 82.93 ± 0.64@@77.29,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0
<a href='https://hf.co/Qwen/Qwen3-32B'>Qwen/Qwen3-32B#no-thinking</a>,📝,1.80@@1.80,14.41,32762123264.0,151936.0,40960.0,✓,✗,57.63 ± 2.31 / 71.68 ± 1.51@@57.63,64.88 ± 1.27 / 45.79 ± 1.81@@64.88,52.36 ± 0.64 / 74.00 ± 0.34@@52.36,63.23 ± 1.61 / 34.97 ± 1.30@@63.23,34.66 ± 0.14 / 39.17 ± 0.19@@34.66,67.97 ± 0.95 / 75.86 ± 0.74@@67.97,75.11 ± 1.26 / 81.12 ± 0.95@@75.11,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.15.0.dev0@@161500,16.2.2.dev0@@160202,16.2.2.dev0@@160202
<a href='https://hf.co/deepcogito/cogito-v1-preview-qwen-14B'>deepcogito/cogito-v1-preview-qwen-14B</a>,📝,1.81@@1.81,81.07,14765947904.0,151665.0,131072.0,✓,✗,60.30 ± 2.22 / 73.08 ± 1.53@@60.30,68.35 ± 1.17 / 49.32 ± 2.02@@68.35,47.85 ± 1.25 / 71.67 ± 0.69@@47.85,55.65 ± 1.30 / 29.21 ± 0.83@@55.65,34.93 ± 0.20 / 37.92 ± 0.54@@34.93,69.95 ± 0.78 / 77.51 ± 0.58@@69.95,77.47 ± 0.96 / 83.03 ± 0.72@@77.47,15.8.1.dev0@@150801,15.8.1.dev0@@150801,15.8.1.dev0@@150801,15.8.1.dev0@@150801,16.15.0.dev0@@161500,15.8.1.dev0@@150801,15.8.1.dev0@@150801
"<a href='https://ai.google.dev/gemini-api/docs/models#gemini-3.1-flash-lite-preview'>gemini/gemini-3.1-flash-lite-preview (zero-shot, val)</a>",🤔,1.84@@1.84,79.27,?,256128.0,1048576.0,✓,✗,56.83 ± 1.13 / 68.97 ± 0.78@@56.83,66.94 ± 0.91 / 42.03 ± 0.79@@66.94,71.73 ± 1.41 / 85.53 ± 0.73@@71.73,51.04 ± 0.60 / 23.57 ± 0.71@@51.04,28.69 ± 0.19 / 34.88 ± 0.19@@28.69,78.59 ± 1.20 / 84.10 ± 0.91@@78.59,74.11 ± 0.91 / 80.51 ± 0.70@@74.11,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0
<a href='https://hf.co/google/gemma-3-12b-pt'>google/gemma-3-12b-pt</a>,🧠,1.88@@1.88,N/A,12187325040.0,262144.0,8192.0,✓,✗,50.15 ± 4.68 / 65.94 ± 3.20@@50.15,55.98 ± 2.24 / 45.58 ± 2.96@@55.98,55.68 ± 1.85 / 77.12 ± 1.29@@55.68,68.42 ± 3.45 / 39.59 ± 2.70@@68.42,38.23 ± 4.98 / 39.99 ± 6.10@@38.23,57.18 ± 1.04 / 67.71 ± 0.77@@57.18,47.33 ± 2.07 / 58.73 ± 1.80@@47.33,16.5.0.dev0@@160500,15.5.0@@150500,16.5.0.dev0@@160500,15.5.0@@150500,16.15.0.dev0@@161500,16.5.0.dev0@@160500,16.5.0.dev0@@160500
"<a href='https://ai.google.dev/gemini-api/docs/models#gemini-3-flash-preview'>gemini/gemini-3-flash-preview#thinking (zero-shot, val)</a>",🤔,1.88@@1.88,92.74,?,256128.0,1048576.0,✓,✗,51.68 ± 2.32 / 66.63 ± 1.54@@51.68,59.14 ± 1.77 / 42.70 ± 1.70@@59.14,70.89 ± 1.84 / 84.91 ± 1.08@@70.89,52.86 ± 1.47 / 22.47 ± 1.48@@52.86,28.05 ± 0.27 / 34.20 ± 0.29@@28.05,85.97 ± 1.36 / 89.57 ± 1.01@@85.97,81.19 ± 1.83 / 85.78 ± 1.38@@81.19,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.15.0.dev0@@161500,16.9.0.dev0@@160900,16.9.0.dev0@@160900
"<a href='https://platform.openai.com/docs/models/gpt-5.2'>gpt-5.2-2025-12-11 (zero-shot, val)</a>",🤔,1.89@@1.89,13.29,?,?,400000.0,✓,✗,52.20 ± 1.84 / 67.38 ± 1.24@@52.20,63.51 ± 1.68 / 36.36 ± 1.92@@63.51,66.66 ± 2.63 / 82.88 ± 1.38@@66.66,55.89 ± 1.67 / 28.44 ± 1.84@@55.89,29.51 ± 0.35 / 35.60 ± 0.37@@29.51,76.22 ± 1.64 / 82.30 ± 1.20@@76.22,73.32 ± 1.10 / 79.96 ± 0.84@@73.32,16.8.0.dev0@@160800,16.8.0.dev0@@160800,16.8.0.dev0@@160800,16.8.0.dev0@@160800,16.15.0.dev0@@161500,16.8.0.dev0@@160800,16.8.0.dev0@@160800
<a href='https://hf.co/Qwen/Qwen3-14B'>Qwen/Qwen3-14B#no-thinking</a>,📝,1.89@@1.89,1.03,14768307200.0,151936.0,40960.0,✓,✗,55.61 ± 1.48 / 69.46 ± 1.26@@55.61,66.58 ± 1.38 / 52.69 ± 2.32@@66.58,49.63 ± 1.06 / 71.55 ± 0.81@@49.63,61.45 ± 2.04 / 34.11 ± 1.43@@61.45,35.11 ± 0.14 / 39.74 ± 0.20@@35.11,60.29 ± 0.63 / 70.13 ± 0.46@@60.29,69.65 ± 1.41 / 76.89 ± 1.06@@69.65,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.15.0.dev0@@161500,16.2.2.dev0@@160202,16.2.2.dev0@@160202
<a href='https://hf.co/Qwen/Qwen3-30B-A3B-Instruct-2507'>Qwen/Qwen3-30B-A3B-Instruct-2507</a>,📝,1.92@@1.92,21.55,30532122624.0,151936.0,262144.0,✓,✗,56.61 ± 1.79 / 69.88 ± 1.60@@56.61,66.92 ± 1.14 / 45.15 ± 2.37@@66.92,46.77 ± 1.43 / 71.14 ± 0.60@@46.77,55.07 ± 1.06 / 26.90 ± 0.64@@55.07,33.44 ± 0.15 / 38.36 ± 0.18@@33.44,66.98 ± 0.60 / 75.20 ± 0.46@@66.98,76.41 ± 0.90 / 82.22 ± 0.68@@76.41,15.16.0.dev0@@151600,15.16.0.dev0@@151600,15.16.0.dev0@@151600,15.16.0.dev0@@151600,16.15.0.dev0@@161500,15.16.0.dev0@@151600,15.16.0.dev0@@151600
<a href='https://hf.co/Qwen/Qwen3-4B-Thinking-2507'>Qwen/Qwen3-4B-Thinking-2507</a>,🤔,1.93@@1.93,?,4022468096.0,151936.0,262144.0,✓,✗,56.58 ± 2.46 / 66.62 ± 1.99@@56.58,78.27 ± 1.07 / 67.65 ± 1.77@@78.27,43.19 ± 1.41 / 65.84 ± 1.54@@43.19,53.41 ± 1.03 / 28.38 ± 0.71@@53.41,34.23 ± 0.24 / 37.55 ± 0.54@@34.23,71.39 ± 0.59 / 78.58 ± 0.45@@71.39,59.21 ± 0.98 / 69.29 ± 0.71@@59.21,16.14.0.dev0@@161400,16.14.0.dev0@@161400,16.14.0.dev0@@161400,16.14.0.dev0@@161400,16.16.1.dev0@@161601,16.14.0.dev0@@161400,16.14.0.dev0@@161400
<a href='https://hf.co/google/gemma-3-27b-it'>google/gemma-3-27b-it</a>,📝,1.99@@1.99,0.24,27432406640.0,262144.0,8192.0,✓,✗,54.53 ± 2.11 / 69.00 ± 1.58@@54.53,66.25 ± 1.41 / 54.31 ± 1.51@@66.25,48.04 ± 1.65 / 72.60 ± 0.79@@48.04,53.49 ± 0.86 / 24.65 ± 1.27@@53.49,33.58 ± 0.18 / 38.18 ± 0.18@@33.58,61.62 ± 1.09 / 71.21 ± 0.83@@61.62,73.89 ± 1.00 / 80.30 ± 0.74@@73.89,15.5.0@@150500,15.5.0@@150500,15.5.0@@150500,15.5.0@@150500,16.15.0.dev0@@161500,15.5.0@@150500,15.5.0@@150500
"<a href='https://platform.openai.com/docs/models/gpt-4.1'>gpt-4.1-2025-04-14 (zero-shot, val)</a>",📝,2.01@@2.01,70.12,?,?,1047576.0,✓,✗,54.32 ± 3.02 / 67.46 ± 1.94@@54.32,56.36 ± 2.33 / 30.84 ± 1.20@@56.36,47.25 ± 3.56 / 69.94 ± 1.75@@47.25,51.96 ± 1.56 / 25.34 ± 1.88@@51.96,32.72 ± 0.37 / 38.28 ± 0.36@@32.72,71.13 ± 2.10 / 78.36 ± 1.57@@71.13,79.65 ± 1.12 / 84.41 ± 0.92@@79.65,15.6.1.dev0@@150601,15.6.1.dev0@@150601,15.6.1.dev0@@150601,15.6.1.dev0@@150601,16.15.0.dev0@@161500,15.6.1.dev0@@150601,15.6.1.dev0@@150601
<a href='https://hf.co/google/gemma-3-12b-it'>google/gemma-3-12b-it</a>,📝,2.03@@2.03,0.22,12187325040.0,262144.0,8192.0,✓,✗,56.05 ± 1.83 / 70.14 ± 1.29@@56.05,64.47 ± 1.01 / 48.62 ± 1.71@@64.47,45.07 ± 1.77 / 69.84 ± 1.10@@45.07,54.79 ± 1.27 / 27.51 ± 0.49@@54.79,34.42 ± 0.14 / 38.64 ± 0.14@@34.42,56.62 ± 0.48 / 67.47 ± 0.39@@56.62,69.06 ± 1.16 / 76.73 ± 0.90@@69.06,15.5.0@@150500,15.5.0@@150500,15.5.0@@150500,15.5.0@@150500,16.15.0.dev0@@161500,15.5.0@@150500,15.5.0@@150500
"<a href='https://platform.openai.com/docs/models/gpt-5-mini'>gpt-5-mini-2025-08-07 (zero-shot, val)</a>",🤔,2.04@@2.04,?,?,100256.0,272000.0,✓,✗,64.70 ± 2.59 / 71.96 ± 2.19@@64.70,58.53 ± 1.99 / 37.15 ± 1.68@@58.53,42.47 ± 3.56 / 66.27 ± 1.92@@42.47,49.70 ± 1.58 / 27.09 ± 1.97@@49.70,30.13 ± 0.33 / 35.97 ± 0.34@@30.13,85.70 ± 1.77 / 89.34 ± 1.33@@85.70,64.60 ± 2.10 / 73.32 ± 1.64@@64.60,15.15.0.dev0@@151500,15.15.0.dev0@@151500,15.15.0.dev0@@151500,15.15.0.dev0@@151500,16.15.0.dev0@@161500,15.15.0.dev0@@151500,15.15.0.dev0@@151500
"<a href='https://docs.anthropic.com/en/docs/about-claude'>claude-haiku-4-5-20251001 (zero-shot, val)</a>",🤔,2.04@@2.04,35.81,?,?,200000.0,✓,✗,52.29 ± 1.81 / 64.35 ± 1.32@@52.29,65.68 ± 2.03 / 44.28 ± 1.95@@65.68,47.93 ± 3.26 / 68.77 ± 1.65@@47.93,52.57 ± 1.71 / 23.13 ± 1.74@@52.57,30.56 ± 0.24 / 36.32 ± 0.24@@30.56,72.59 ± 1.60 / 79.61 ± 1.29@@72.59,71.08 ± 1.58 / 77.97 ± 1.33@@71.08,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.15.0.dev0@@161500,16.3.0.dev0@@160300,16.3.0.dev0@@160300
<a href='https://hf.co/utter-project/EuroLLM-22B-Instruct-2512'>utter-project/EuroLLM-22B-Instruct-2512</a>,📝,2.05@@2.05,0.72,22637328384.0,128000.0,32768.0,✓,✗,54.54 ± 2.80 / 66.83 ± 2.61@@54.54,61.65 ± 0.96 / 41.33 ± 2.66@@61.65,65.65 ± 1.47 / 82.33 ± 0.82@@65.65,36.92 ± 1.84 / 15.00 ± 1.32@@36.92,37.54 ± 1.60 / 40.87 ± 2.12@@37.54,48.91 ± 0.80 / 61.50 ± 0.60@@48.91,56.98 ± 1.45 / 67.36 ± 1.09@@56.98,16.8.0.dev0@@160800,16.8.0.dev0@@160800,16.8.0.dev0@@160800,16.8.0.dev0@@160800,16.15.0.dev0@@161500,16.8.0.dev0@@160800,16.8.0.dev0@@160800
<a href='https://hf.co/mii-llm/nesso-4B'>mii-llm/nesso-4B</a>,📝,2.12@@2.12,18.78,4022468096.0,151936.0,262144.0,✗,✗,50.56 ± 2.76 / 65.87 ± 2.14@@50.56,61.66 ± 1.03 / 51.39 ± 1.55@@61.66,47.17 ± 1.57 / 72.09 ± 1.19@@47.17,61.21 ± 2.70 / 31.70 ± 1.61@@61.21,34.19 ± 2.96 / 36.44 ± 3.81@@34.19,49.67 ± 1.01 / 62.31 ± 0.74@@49.67,58.26 ± 1.46 / 68.61 ± 1.08@@58.26,16.11.0.dev0@@161100,16.11.0.dev0@@161100,16.11.0.dev0@@161100,16.11.0.dev0@@161100,16.15.0.dev0@@161500,16.11.0.dev0@@161100,16.11.0.dev0@@161100
