<span style='font-size: 12px; font-weight: normal; opacity: 0.6;'>Task Type</span>,<span style='visibility: hidden;'>dummy</span>,,,,,,,,<a id=9 href='https://euroeval.com/tasks/sentiment-classification/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Sentiment classification</a>,<a id=10 href='https://euroeval.com/tasks/named-entity-recognition/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Named entity recognition</a>,<a id=11 href='https://euroeval.com/tasks/linguistic-acceptability/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Linguistic acceptability</a>,<a id=12 href='https://euroeval.com/tasks/reading-comprehension/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Reading comprehension</a>,<a id=13 href='https://euroeval.com/tasks/summarization/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Summarization</a>,<a id=14 href='https://euroeval.com/tasks/knowledge/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Knowledge</a>,<a id=15 href='https://euroeval.com/tasks/common-sense-reasoning/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Common sense reasoning</a>,<span style='visibility: hidden;'>hidden</span>,,,,,,
"<a href='https://platform.openai.com/docs/models/gpt-5.4-mini'>openai/gpt-5.4-mini-2026-03-17#high (zero-shot, val)</a>",🤔,1.61@@1.61,0.05,?,?,400000.0,✓,✗,82.00 ± 0.69 / 90.79 ± 0.36@@82.00,46.25 ± 1.29 / 41.05 ± 1.38@@46.25,65.02 ± 1.47 / 80.81 ± 0.86@@65.02,71.01 ± 0.76 / 47.91 ± 1.08@@71.01,32.89 ± 0.16 / 34.35 ± 0.17@@32.89,88.45 ± 1.02 / 91.33 ± 0.77@@88.45,88.04 ± 0.96 / 91.02 ± 0.72@@88.04,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0
"<a href='https://platform.openai.com/docs/models/gpt-5.4-mini'>openai/gpt-5.4-mini-2026-03-17#medium (zero-shot, val)</a>",🤔,1.63@@1.63,0.17,?,?,400000.0,✓,✗,81.62 ± 0.69 / 90.52 ± 0.37@@81.62,43.88 ± 1.12 / 36.35 ± 1.00@@43.88,65.51 ± 1.47 / 81.39 ± 0.85@@65.51,70.23 ± 0.56 / 45.20 ± 0.80@@70.23,33.06 ± 0.16 / 34.54 ± 0.16@@33.06,89.58 ± 0.48 / 92.19 ± 0.35@@89.58,86.46 ± 0.71 / 89.84 ± 0.53@@86.46,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0
<a href='https://hf.co/mistralai/Mistral-Small-3.1-24B-Base-2503'>mistralai/Mistral-Small-3.1-24B-Base-2503</a>,🧠,1.69@@1.69,N/A,24011361280.0,131072.0,8192.0,✓,✗,84.84 ± 0.78 / 92.38 ± 0.40@@84.84,59.54 ± 2.64 / 54.86 ± 2.28@@59.54,57.82 ± 1.29 / 77.81 ± 0.88@@57.82,78.99 ± 1.56 / 61.43 ± 2.30@@78.99,28.35 ± 3.13 / 29.26 ± 3.47@@28.35,68.73 ± 0.81 / 76.48 ± 0.62@@68.73,78.53 ± 2.95 / 83.48 ± 2.44@@78.53,16.5.0.dev0@@160500,15.13.0@@151300,16.5.0.dev0@@160500,15.13.0@@151300,16.15.0.dev0@@161500,16.5.0.dev0@@160500,16.5.0.dev0@@160500
"<a href='https://docs.x.ai/docs/models'>xai/grok-4-1-fast-reasoning (zero-shot, val)</a>",🤔,1.70@@1.70,0.24,?,?,131072.0,✓,✗,83.69 ± 1.07 / 91.73 ± 0.54@@83.69,35.62 ± 0.58 / 32.20 ± 0.91@@35.62,63.82 ± 1.48 / 81.15 ± 0.85@@63.82,74.90 ± 0.67 / 53.34 ± 0.80@@74.90,32.14 ± 0.13 / 33.73 ± 0.14@@32.14,90.99 ± 0.88 / 93.24 ± 0.65@@90.99,82.95 ± 0.86 / 87.19 ± 0.65@@82.95,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0
"<a href='https://platform.openai.com/docs/models/gpt-5.4-mini'>openai/gpt-5.4-mini-2026-03-17#none (zero-shot, val)</a>",🤔,1.70@@1.70,11.27,?,?,400000.0,✓,✗,77.02 ± 1.26 / 88.00 ± 0.66@@77.02,39.97 ± 1.09 / 24.48 ± 0.70@@39.97,74.28 ± 1.11 / 87.09 ± 0.57@@74.28,75.40 ± 0.55 / 56.46 ± 0.57@@75.40,33.03 ± 0.14 / 34.45 ± 0.15@@33.03,70.42 ± 0.87 / 77.73 ± 0.65@@70.42,84.17 ± 0.91 / 88.12 ± 0.67@@84.17,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0
"<a href='https://docs.anthropic.com/en/docs/about-claude'>claude-sonnet-4-5-20250929#thinking (zero-shot, val)</a>",🤔,1.71@@1.71,?,?,?,?,✓,✗,88.86 ± 1.43 / 94.36 ± 0.75@@88.86,61.29 ± 3.58 / 51.52 ± 4.10@@61.29,24.00 ± 3.18 / 46.68 ± 1.86@@24.00,71.79 ± 0.81 / 47.05 ± 1.26@@71.79,33.74 ± 0.23 / 35.73 ± 0.24@@33.74,89.64 ± 1.49 / 92.23 ± 1.12@@89.64,98.45 ± 0.61 / 98.83 ± 0.47@@98.45,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.15.0.dev0@@161500,16.3.0.dev0@@160300,16.3.0.dev0@@160300
<a href='https://hf.co/meta-llama/Llama-3.1-70B'>meta-llama/Llama-3.1-70B</a>,🧠,1.79@@1.79,N/A,70553706496.0,128256.0,131072.0,✓,✗,85.80 ± 0.53 / 92.85 ± 0.29@@85.80,61.10 ± 2.01 / 55.09 ± 1.43@@61.10,57.59 ± 2.45 / 78.00 ± 1.44@@57.59,78.69 ± 1.54 / 60.64 ± 1.91@@78.69,27.14 ± 1.62 / 27.64 ± 1.75@@27.14,63.34 ± 1.11 / 72.35 ± 0.83@@63.34,68.94 ± 4.12 / 75.32 ± 3.63@@68.94,16.5.0.dev0@@160500,15.13.0@@151300,16.5.0.dev0@@160500,15.13.0@@151300,<9.2.0@@0,16.5.0.dev0@@160500,16.5.0.dev0@@160500
<a href='https://hf.co/deepcogito/cogito-v1-preview-qwen-32B'>deepcogito/cogito-v1-preview-qwen-32B</a>,📝,1.79@@1.79,1.4,32759790592.0,151665.0,131072.0,✓,✗,85.00 ± 0.60 / 92.49 ± 0.30@@85.00,60.12 ± 2.01 / 54.79 ± 1.27@@60.12,26.40 ± 3.38 / 52.06 ± 3.38@@26.40,79.44 ± 0.95 / 60.60 ± 1.32@@79.44,32.47 ± 0.49 / 33.54 ± 0.62@@32.47,77.35 ± 0.97 / 83.01 ± 0.73@@77.35,92.75 ± 0.64 / 94.51 ± 0.49@@92.75,15.13.0@@151300,15.13.0@@151300,15.13.0@@151300,15.13.0@@151300,16.15.0.dev0@@161500,15.13.0@@151300,15.13.0@@151300
<a href='https://hf.co/mistralai/Ministral-3-14B-Base-2512'>mistralai/Ministral-3-14B-Base-2512 (val)</a>,🧠,1.85@@1.85,N/A,13945031680.0,131072.0,8192.0,✓,✗,87.98 ± 1.27 / 93.85 ± 0.66@@87.98,54.42 ± 1.95 / 46.24 ± 1.64@@54.42,52.51 ± 1.83 / 74.72 ± 1.23@@52.51,76.87 ± 0.82 / 63.80 ± 1.23@@76.87,28.36 ± 2.30 / 29.49 ± 2.49@@28.36,66.80 ± 1.50 / 74.88 ± 1.17@@66.80,66.18 ± 2.33 / 73.95 ± 1.91@@66.18,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0
"<a href='https://docs.anthropic.com/en/docs/about-claude'>claude-sonnet-4-5-20250929#no-thinking (zero-shot, val)</a>",📝,1.85@@1.85,32.72,?,?,200000.0,✓,✗,86.00 ± 1.60 / 92.72 ± 0.93@@86.00,54.14 ± 2.50 / 48.04 ± 2.14@@54.14,19.43 ± 2.60 / 43.84 ± 2.14@@19.43,72.70 ± 0.98 / 46.37 ± 1.32@@72.70,33.40 ± 0.20 / 34.89 ± 0.20@@33.40,88.65 ± 1.19 / 91.48 ± 0.88@@88.65,98.65 ± 0.45 / 98.98 ± 0.35@@98.65,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.15.0.dev0@@161500,16.3.0.dev0@@160300,16.3.0.dev0@@160300
<a href='https://hf.co/mistralai/Mistral-Small-3.1-24B-Instruct-2503'>mistralai/Mistral-Small-3.1-24B-Instruct-2503</a>,📝,1.86@@1.86,?,24011361280.0,131072.0,?,✓,✗,83.96 ± 0.95 / 91.90 ± 0.51@@83.96,60.73 ± 2.15 / 56.39 ± 1.97@@60.73,22.48 ± 3.96 / 58.19 ± 2.54@@22.48,77.38 ± 1.50 / 55.65 ± 2.39@@77.38,32.40 ± 0.65 / 33.37 ± 0.80@@32.40,68.93 ± 0.60 / 76.61 ± 0.45@@68.93,93.34 ± 0.60 / 94.98 ± 0.45@@93.34,15.13.0@@151300,15.13.0@@151300,15.13.0@@151300,15.13.0@@151300,16.15.0.dev0@@161500,15.13.0@@151300,15.13.0@@151300
<a href='https://hf.co/mistralai/Mistral-Small-3.2-24B-Instruct-2506'>mistralai/Mistral-Small-3.2-24B-Instruct-2506</a>,📝,1.87@@1.87,?,24011361280.0,131072.0,?,✓,✗,84.72 ± 0.48 / 92.34 ± 0.24@@84.72,59.09 ± 1.89 / 52.57 ± 1.46@@59.09,31.36 ± 2.49 / 62.02 ± 2.43@@31.36,77.02 ± 1.26 / 57.84 ± 1.66@@77.02,32.09 ± 0.68 / 33.07 ± 0.80@@32.09,67.02 ± 0.79 / 75.14 ± 0.59@@67.02,91.26 ± 0.46 / 93.38 ± 0.36@@91.26,15.16.0.dev0@@151600,15.16.0.dev0@@151600,15.16.0.dev0@@151600,15.16.0.dev0@@151600,16.15.0.dev0@@161500,15.16.0.dev0@@151600,15.16.0.dev0@@151600
<a href='https://hf.co/Qwen/Qwen3-4B-Thinking-2507'>Qwen/Qwen3-4B-Thinking-2507</a>,🤔,1.90@@1.90,?,4022468096.0,151936.0,262144.0,✓,✗,78.57 ± 1.10 / 89.24 ± 0.57@@78.57,62.20 ± 2.33 / 51.21 ± 2.28@@62.20,45.97 ± 1.77 / 70.77 ± 1.31@@45.97,68.74 ± 2.27 / 48.25 ± 2.06@@68.74,31.01 ± 0.64 / 32.13 ± 0.78@@31.01,71.90 ± 0.69 / 78.93 ± 0.52@@71.90,59.02 ± 1.14 / 69.20 ± 0.86@@59.02,16.14.0.dev0@@161400,16.14.0.dev0@@161400,16.14.0.dev0@@161400,16.14.0.dev0@@161400,16.16.1.dev0@@161601,16.14.0.dev0@@161400,16.14.0.dev0@@161400
<a href='https://hf.co/mistralai/Voxtral-Small-24B-2507'>mistralai/Voxtral-Small-24B-2507</a>,📝,1.90@@1.90,?,24261800960.0,131072.0,8192.0,✓,✗,84.77 ± 0.46 / 92.36 ± 0.23@@84.77,61.20 ± 1.86 / 55.63 ± 2.02@@61.20,30.96 ± 4.69 / 62.08 ± 4.25@@30.96,76.03 ± 1.22 / 56.56 ± 1.80@@76.03,30.16 ± 1.43 / 30.87 ± 1.59@@30.16,66.96 ± 1.05 / 75.17 ± 0.78@@66.96,88.05 ± 0.92 / 90.99 ± 0.70@@88.05,16.4.0.dev0@@160400,16.4.0.dev0@@160400,16.4.0.dev0@@160400,16.4.0.dev0@@160400,16.15.0.dev0@@161500,16.4.0.dev0@@160400,16.4.0.dev0@@160400
<a href='https://hf.co/deepcogito/cogito-v1-preview-qwen-14B'>deepcogito/cogito-v1-preview-qwen-14B</a>,📝,1.91@@1.91,12.05,14765947904.0,151665.0,131072.0,✓,✗,84.58 ± 0.88 / 92.26 ± 0.45@@84.58,52.44 ± 2.20 / 44.37 ± 1.30@@52.44,31.16 ± 3.74 / 58.12 ± 3.75@@31.16,74.50 ± 0.87 / 52.60 ± 0.93@@74.50,31.83 ± 0.69 / 32.81 ± 0.86@@31.83,72.85 ± 1.00 / 79.63 ± 0.75@@72.85,90.06 ± 0.74 / 92.51 ± 0.56@@90.06,15.13.0@@151300,15.13.0@@151300,15.13.0@@151300,15.13.0@@151300,16.15.0.dev0@@161500,15.13.0@@151300,15.13.0@@151300
<a href='https://hf.co/Qwen/Qwen2.5-72B-Instruct'>Qwen/Qwen2.5-72B-Instruct</a>,📝,1.91@@1.91,0.15,72706203648.0,152064.0,32768.0,✓,✗,83.05 ± 0.87 / 91.43 ± 0.47@@83.05,53.07 ± 1.69 / 42.61 ± 1.83@@53.07,24.07 ± 2.36 / 54.70 ± 3.62@@24.07,75.66 ± 0.86 / 51.75 ± 1.48@@75.66,34.58 ± 0.10 / 36.24 ± 0.13@@34.58,72.74 ± 0.87 / 79.49 ± 0.65@@72.74,87.11 ± 0.84 / 90.18 ± 0.64@@87.11,15.13.0@@151300,15.13.0@@151300,15.13.0@@151300,15.13.0@@151300,<9.2.0@@0,15.13.0@@151300,15.13.0@@151300
"<a href='https://platform.openai.com/docs/models/gpt-5.4-nano'>openai/gpt-5.4-nano-2026-03-17#high (zero-shot, val)</a>",🤔,1.92@@1.92,?,?,?,400000.0,✓,✗,82.69 ± 1.31 / 91.30 ± 0.65@@82.69,26.10 ± 0.69 / 21.84 ± 0.71@@26.10,64.73 ± 1.36 / 81.54 ± 0.78@@64.73,69.07 ± 0.53 / 41.68 ± 0.64@@69.07,33.09 ± 0.16 / 35.66 ± 0.17@@33.09,85.16 ± 0.86 / 88.79 ± 0.65@@85.16,60.23 ± 1.59 / 70.20 ± 1.19@@60.23,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0
<a href='https://hf.co/deepcogito/cogito-v2-preview-llama-70B'>deepcogito/cogito-v2-preview-llama-70B</a>,📝,1.94@@1.94,0.16,70553706496.0,128256.0,131072.0,✓,✗,84.77 ± 0.76 / 92.37 ± 0.38@@84.77,57.46 ± 1.38 / 48.18 ± 1.29@@57.46,17.97 ± 1.16 / 46.40 ± 1.15@@17.97,71.19 ± 1.03 / 43.73 ± 1.88@@71.19,32.39 ± 0.47 / 33.42 ± 0.61@@32.39,75.23 ± 0.65 / 81.30 ± 0.49@@75.23,92.43 ± 0.64 / 94.29 ± 0.48@@92.43,15.15.0@@151500,15.15.0@@151500,15.15.0@@151500,15.15.0@@151500,16.15.0.dev0@@161500,15.15.0@@151500,15.15.0@@151500
<a href='https://hf.co/google/gemma-3-27b-pt'>google/gemma-3-27b-pt</a>,🧠,1.95@@1.95,N/A,27432406640.0,262144.0,8192.0,✓,✗,83.98 ± 0.88 / 91.95 ± 0.47@@83.98,50.58 ± 1.74 / 45.52 ± 2.17@@50.58,55.59 ± 3.02 / 76.75 ± 2.79@@55.59,76.95 ± 1.23 / 58.29 ± 1.59@@76.95,23.64 ± 2.25 / 23.74 ± 2.37@@23.64,63.95 ± 0.94 / 72.93 ± 0.70@@63.95,68.38 ± 2.94 / 75.24 ± 2.56@@68.38,16.5.0.dev0@@160500,15.13.0@@151300,16.5.0.dev0@@160500,15.13.0@@151300,16.15.0.dev0@@161500,16.5.0.dev0@@160500,16.5.0.dev0@@160500
"<a href='https://platform.openai.com/docs/models/gpt-5.4-nano'>openai/gpt-5.4-nano-2026-03-17#medium (zero-shot, val)</a>",🤔,1.95@@1.95,?,?,?,400000.0,✓,✗,79.89 ± 1.23 / 89.86 ± 0.61@@79.89,29.86 ± 0.89 / 21.81 ± 0.89@@29.86,61.35 ± 1.34 / 80.02 ± 0.79@@61.35,69.39 ± 0.40 / 41.53 ± 0.59@@69.39,32.85 ± 0.18 / 35.46 ± 0.20@@32.85,82.30 ± 1.10 / 86.60 ± 0.84@@82.30,61.59 ± 1.70 / 71.25 ± 1.25@@61.59,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0
<a href='https://hf.co/Qwen/Qwen3-30B-A3B-Instruct-2507'>Qwen/Qwen3-30B-A3B-Instruct-2507</a>,📝,1.95@@1.95,3.29,30532122624.0,151936.0,262144.0,✓,✗,83.24 ± 0.63 / 91.61 ± 0.31@@83.24,46.67 ± 2.65 / 39.75 ± 2.43@@46.67,27.05 ± 2.69 / 61.18 ± 2.69@@27.05,74.23 ± 0.68 / 52.97 ± 1.11@@74.23,34.58 ± 0.20 / 36.33 ± 0.21@@34.58,68.88 ± 0.90 / 76.61 ± 0.68@@68.88,87.88 ± 0.59 / 90.86 ± 0.44@@87.88,15.16.0.dev0@@151600,15.16.0.dev0@@151600,15.16.0.dev0@@151600,15.16.0.dev0@@151600,16.15.0.dev0@@161500,15.16.0.dev0@@151600,15.16.0.dev0@@151600
<a href='https://hf.co/LGAI-EXAONE/EXAONE-4.0-32B'>LGAI-EXAONE/EXAONE-4.0-32B (val)</a>,📝,1.96@@1.96,5.83,32003216384.0,102400.0,131072.0,✗,✗,84.00 ± 1.65 / 91.96 ± 0.82@@84.00,50.20 ± 2.02 / 36.34 ± 1.10@@50.20,46.65 ± 1.47 / 72.59 ± 0.67@@46.65,74.49 ± 0.80 / 57.15 ± 0.89@@74.49,31.93 ± 0.17 / 33.16 ± 0.20@@31.93,62.16 ± 0.95 / 71.25 ± 0.73@@62.16,63.07 ± 1.52 / 71.41 ± 1.18@@63.07,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0
<a href='https://hf.co/Qwen/Qwen3-32B'>Qwen/Qwen3-32B#no-thinking</a>,📝,1.99@@1.99,0.11,32762123264.0,151936.0,40960.0,✓,✗,84.02 ± 0.96 / 91.94 ± 0.51@@84.02,50.45 ± 1.74 / 44.21 ± 1.78@@50.45,22.48 ± 2.03 / 50.43 ± 2.08@@22.48,79.03 ± 0.79 / 60.60 ± 1.59@@79.03,32.87 ± 0.39 / 34.12 ± 0.47@@32.87,69.84 ± 0.91 / 77.37 ± 0.68@@69.84,87.13 ± 0.45 / 90.23 ± 0.34@@87.13,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.15.0.dev0@@161500,16.2.2.dev0@@160202,16.2.2.dev0@@160202
